customer_id,city,tier,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_total,segment
C014077,Pune,casual,128.0,1,803.0,3,1,1,5,New/Promising
C052458,Hyderabad,casual,594.0,1,642.0,1,1,1,3,Needs Attention
C068731,Delhi,casual,61.0,4,3427.0,4,4,3,11,Champion
C078703,Pune,casual,49.0,3,2127.0,4,3,3,10,Champion
C014629,Bangalore,casual,207.0,2,2766.0,3,3,3,9,Champion
C001527,Hyderabad,casual,830.0,1,256.0,1,1,1,3,Needs Attention
C071030,Mumbai,regular,139.0,4,4131.0,3,4,4,11,Champion
C005699,Bangalore,regular,396.0,1,742.0,2,1,1,4,Needs Attention
C053338,Mumbai,casual,,1,2325.0,4,2,3,9,New/Promising
C099719,Pune,regular,676.0,3,1943.0,1,3,2,6,At Risk
C070139,Bangalore,regular,14.0,6,6886.0,4,4,4,12,Champion
C053852,Pune,casual,220.0,2,1695.0,3,2,2,7,New/Promising
C046070,Delhi,casual,1174.0,2,3151.0,1,3,3,7,Loyal
C017531,Pune,regular,165.0,6,5786.0,3,4,4,11,Champion
C037197,Mumbai,casual,1022.0,4,5119.0,1,4,4,9,Loyal
C024470,Delhi,casual,373.0,2,1818.0,2,2,2,6,Needs Attention
C071902,Delhi,casual,39.0,6,6141.06,4,4,4,12,Champion
C037183,Pune,casual,220.0,2,2456.0,3,3,3,9,Champion
C059497,Bangalore,casual,171.0,5,2880.0,3,4,3,10,Champion
C097316,Hyderabad,casual,202.0,3,2832.0,3,3,3,9,Champion
C046867,Delhi,casual,134.0,4,5844.0,3,4,4,11,Champion
C052298,Hyderabad,regular,165.0,5,4294.0,3,4,4,11,Champion
C028091,Delhi,regular,46.0,5,3436.06,4,4,3,11,Champion
C073857,Delhi,casual,20.0,1,1166.0,4,1,2,7,New/Promising
C084745,Delhi,loyal,28.0,20,17844.1,4,4,4,12,Champion
C098989,Pune,casual,390.0,2,1636.0,2,2,2,6,Needs Attention
C066946,Hyderabad,casual,1017.0,1,1076.0,1,1,2,4,Needs Attention
C014189,Bangalore,casual,17.0,3,3794.0,4,3,4,11,Champion
C031491,Mumbai,casual,477.0,1,1020.0,1,1,1,3,Needs Attention
C032856,Hyderabad,casual,13.0,3,2215.0,4,3,3,10,Champion
C047181,Mumbai,casual,27.0,3,1620.0,4,3,2,9,Needs Attention
C026587,Hyderabad,casual,195.0,1,1496.0,3,2,2,7,New/Promising
C034233,Hyderabad,regular,86.0,2,726.0,4,2,1,7,New/Promising
C078722,Pune,casual,239.0,1,972.0,2,1,1,4,Needs Attention
C017298,Bangalore,casual,232.0,3,1729.0,3,3,2,8,Needs Attention
C043305,Mumbai,casual,38.0,2,1832.0,4,2,2,8,New/Promising
C019756,Hyderabad,casual,467.0,5,4649.48,2,4,4,10,Loyal
C085321,Pune,casual,305.0,4,3026.24,2,3,3,8,Loyal
C056432,Bangalore,regular,64.0,1,864.0,4,1,1,6,New/Promising
C002234,Delhi,loyal,23.0,11,9862.56,4,4,4,12,Champion
C001938,Hyderabad,casual,85.0,2,1922.0,4,2,2,8,New/Promising
C079463,Mumbai,casual,362.0,1,672.01,2,1,1,4,Needs Attention
C000254,Hyderabad,casual,57.0,2,2446.0,4,3,3,10,Champion
C012530,Bangalore,casual,160.0,2,2286.0,3,3,3,9,Champion
C093486,Pune,regular,135.0,3,2063.0,3,3,3,9,Champion
C023680,Pune,loyal,145.0,10,9427.0,3,4,4,11,Champion
C039236,Bangalore,loyal,44.0,14,12960.87,4,4,4,12,Champion
C064577,Bangalore,casual,547.0,3,3348.0,1,3,3,7,Loyal
C065021,Mumbai,regular,55.0,5,3478.0,4,4,3,11,Champion
C086232,Delhi,casual,129.0,2,3773.0,3,3,4,10,Champion
C039174,Hyderabad,casual,677.0,2,1318.13,1,2,2,5,Needs Attention
C012048,Mumbai,casual,67.0,1,677.0,4,1,1,6,New/Promising
C059805,Pune,casual,317.0,1,1181.0,2,1,2,5,Needs Attention
C059600,Mumbai,casual,109.0,4,4616.37,3,4,4,11,Champion
C062370,Bangalore,casual,92.0,1,1311.0,3,1,2,6,New/Promising
C009130,Pune,casual,344.0,2,558.0,2,2,1,5,Needs Attention
C027989,Pune,casual,477.0,3,1516.64,1,3,2,6,At Risk
C091055,Hyderabad,casual,338.0,2,1391.0,2,2,2,6,Needs Attention
C014590,Pune,casual,80.0,1,390.0,4,1,1,6,New/Promising
C070255,Hyderabad,casual,325.0,4,2804.0,2,3,3,8,Loyal
C009452,Bangalore,casual,830.0,1,11.36,1,1,1,3,Needs Attention
C014324,Bangalore,casual,310.0,2,1229.0,2,2,2,6,Needs Attention
C056176,Bangalore,casual,120.0,3,3011.0,3,3,3,9,Champion
C075960,Bangalore,casual,58.0,2,1019.0,4,2,1,7,New/Promising
C059721,Mumbai,casual,603.0,1,552.0,1,1,1,3,Needs Attention
C017030,Mumbai,casual,761.0,1,613.0,1,1,1,3,Needs Attention
C060231,Pune,regular,84.0,3,2717.0,4,3,3,10,Champion
C040993,Bangalore,regular,49.0,8,8349.0,4,4,4,12,Champion
C049130,Delhi,casual,123.0,2,1517.0,3,2,2,7,New/Promising
C035964,Hyderabad,casual,333.0,3,4290.03,2,3,4,9,Loyal
C066813,Delhi,regular,454.0,4,2741.45,2,3,3,8,Loyal
C002151,Delhi,casual,759.0,1,1586.0,1,2,2,5,Needs Attention
C072217,Hyderabad,loyal,19.0,12,8187.0,4,4,4,12,Champion
C002365,Mumbai,casual,196.0,1,837.0,3,1,1,5,New/Promising
C041020,Bangalore,casual,111.0,4,3342.01,3,4,3,10,Champion
C063260,Pune,casual,488.0,2,2886.62,1,3,3,7,Loyal
C098299,Pune,regular,148.0,5,3671.0,3,4,4,11,Champion
C058948,Hyderabad,regular,99.0,8,7267.47,3,4,4,11,Champion
C042008,Hyderabad,casual,49.0,2,775.0,4,2,1,7,New/Promising
C013292,Delhi,loyal,11.0,11,7618.54,4,4,4,12,Champion
C061114,Mumbai,casual,287.0,2,1733.0,2,2,2,6,Needs Attention
C081278,Hyderabad,casual,0.0,1,1237.0,4,1,2,7,New/Promising
C035800,Hyderabad,regular,224.0,7,5372.0,3,4,4,11,Champion
C058184,Bangalore,regular,359.0,3,3065.01,2,3,3,8,Loyal
C095405,Pune,casual,644.0,1,672.58,1,1,1,3,Needs Attention
C093548,Bangalore,regular,162.0,3,4579.0,3,3,4,10,Champion
C010629,Mumbai,regular,681.0,5,5424.0,1,4,4,9,Loyal
C095086,Hyderabad,casual,373.0,1,1626.0,2,2,2,6,Needs Attention
C089279,Delhi,casual,247.0,1,1122.0,2,1,2,5,Needs Attention
C065283,Mumbai,casual,1456.0,1,1357.0,1,2,2,5,Needs Attention
C012422,Pune,regular,369.0,2,823.0,2,2,1,5,Needs Attention
C005939,Hyderabad,regular,408.0,3,2853.21,2,3,3,8,Loyal
C029436,Hyderabad,casual,147.0,4,3261.48,3,4,3,10,Champion
C002647,Mumbai,casual,510.0,3,2033.0,1,3,3,7,Loyal
C049039,Delhi,casual,132.0,1,543.0,3,1,1,5,New/Promising
C085943,Hyderabad,regular,50.0,3,2676.0,4,3,3,10,Champion
C013037,Hyderabad,casual,76.0,2,1917.0,4,2,2,8,New/Promising
C032272,Bangalore,casual,34.0,2,1895.0,4,2,2,8,New/Promising
C055693,Bangalore,casual,241.0,3,3662.0,2,3,4,9,Loyal
C022451,Hyderabad,casual,181.0,3,2207.0,3,3,3,9,Champion
C000634,Mumbai,casual,533.0,1,326.0,1,1,1,3,Needs Attention
C010639,Bangalore,regular,255.0,4,3184.22,2,4,3,9,Loyal
C080390,Bangalore,regular,65.0,4,5213.0,4,4,4,12,Champion
C000776,Delhi,casual,95.0,2,3048.0,3,3,3,9,Champion
C016426,Pune,casual,78.0,4,3491.0,4,4,3,11,Champion
C006985,Pune,loyal,24.0,16,13961.79,4,4,4,12,Champion
C038011,Mumbai,casual,330.0,1,1119.0,2,1,2,5,Needs Attention
C079172,Hyderabad,casual,33.0,1,1282.0,4,1,2,7,New/Promising
C006505,Delhi,casual,995.0,1,602.0,1,1,1,3,Needs Attention
C049602,Hyderabad,loyal,12.0,21,17583.98,4,4,4,12,Champion
C005842,Hyderabad,casual,338.0,2,2628.0,2,3,3,8,Loyal
C092404,Pune,casual,665.0,4,4300.0,1,4,4,9,Loyal
C078525,Pune,regular,136.0,3,2824.0,3,3,3,9,Champion
C086580,Bangalore,casual,589.0,1,276.0,1,1,1,3,Needs Attention
C047031,Pune,casual,126.0,3,3637.0,3,3,4,10,Champion
C058268,Delhi,casual,392.0,2,1446.0,2,2,2,6,Needs Attention
C066941,Hyderabad,casual,65.0,1,694.0,4,1,1,6,New/Promising
C049531,Hyderabad,regular,126.0,6,2479.0,3,4,3,10,Champion
C019973,Bangalore,casual,358.0,3,4766.0,2,3,4,9,Loyal
C025994,Delhi,casual,235.0,3,1827.0,2,3,2,7,At Risk
C064243,Delhi,loyal,36.0,20,15752.0,4,4,4,12,Champion
C056489,Pune,regular,22.0,7,7552.47,4,4,4,12,Champion
C087735,Mumbai,casual,16.0,4,2839.47,4,3,3,10,Champion
C005574,Hyderabad,casual,539.0,2,3294.0,1,3,3,7,Loyal
C091629,Mumbai,casual,369.0,4,4672.0,2,4,4,10,Loyal
C089648,Pune,casual,112.0,1,388.0,3,1,1,5,New/Promising
C086494,Hyderabad,casual,570.0,5,2237.0,1,4,3,8,Loyal
C096885,Hyderabad,loyal,152.0,12,11285.0,3,4,4,11,Champion
C082438,Mumbai,casual,55.0,1,497.0,4,1,1,6,New/Promising
C089829,Bangalore,casual,667.0,1,887.0,1,1,1,3,Needs Attention
C063120,Pune,loyal,50.0,14,12369.98,4,4,4,12,Champion
C014621,Delhi,casual,467.0,2,2067.37,2,2,3,7,Needs Attention
C060914,Hyderabad,regular,248.0,3,1908.53,2,3,2,7,At Risk
C026573,Bangalore,regular,340.0,5,4243.11,2,4,4,10,Loyal
C067133,Bangalore,casual,807.0,1,972.0,1,1,1,3,Needs Attention
C092344,Pune,casual,906.0,1,200.0,1,1,1,3,Needs Attention
C059785,Mumbai,casual,570.0,1,383.0,1,1,1,3,Needs Attention
C033994,Mumbai,regular,178.0,4,3366.0,3,4,3,10,Champion
C080058,Hyderabad,casual,308.0,1,1377.0,2,2,2,6,Needs Attention
C040131,Pune,regular,42.0,10,8747.74,4,4,4,12,Champion
C038509,Pune,casual,1368.0,1,956.0,1,1,1,3,Needs Attention
C092315,Mumbai,casual,679.0,1,1642.0,1,2,2,5,Needs Attention
C060236,Delhi,loyal,75.0,16,16338.0,4,4,4,12,Champion
C078242,Pune,casual,141.0,1,1280.0,3,1,2,6,New/Promising
C002026,Pune,casual,510.0,3,1989.56,1,3,3,7,Loyal
C094187,Hyderabad,regular,104.0,7,4100.0,3,4,4,11,Champion
C049074,Delhi,casual,398.0,1,1208.0,2,1,2,5,Needs Attention
C062457,Bangalore,casual,64.0,3,2936.14,4,3,3,10,Champion
C024000,Pune,casual,199.0,1,1218.0,3,1,2,6,New/Promising
C015495,Hyderabad,regular,766.0,3,2274.66,1,3,3,7,Loyal
C047887,Bangalore,casual,374.0,2,2011.0,2,2,3,7,Needs Attention
C066313,Delhi,loyal,13.0,12,8582.0,4,4,4,12,Champion
C041347,Pune,regular,588.0,3,2781.0,1,3,3,7,Loyal
C025542,Delhi,casual,483.0,3,2257.0,1,3,3,7,Loyal
C003996,Bangalore,casual,559.0,1,319.0,1,1,1,3,Needs Attention
C015652,Bangalore,casual,90.0,2,1673.0,3,2,2,7,New/Promising
C007774,Bangalore,casual,158.0,3,1572.0,3,3,2,8,Needs Attention
C052961,Pune,casual,106.0,1,271.0,3,1,1,5,New/Promising
C023068,Delhi,casual,,1,383.0,4,1,1,6,New/Promising
C034769,Delhi,regular,177.0,4,5049.0,3,4,4,11,Champion
C046089,Pune,casual,69.0,2,1823.0,4,2,2,8,New/Promising
C015383,Delhi,regular,416.0,4,4511.0,2,4,4,10,Loyal
C084090,Mumbai,regular,239.0,3,2060.0,2,3,3,8,Loyal
C003096,Pune,casual,307.0,5,4214.65,2,4,4,10,Loyal
C021811,Delhi,regular,352.0,2,1253.01,2,2,2,6,Needs Attention
C033871,Bangalore,casual,969.0,1,1052.0,1,1,1,3,Needs Attention
C025085,Hyderabad,regular,70.0,5,5575.0,4,4,4,12,Champion
C037713,Mumbai,casual,220.0,2,1918.78,3,2,2,7,New/Promising
C011870,Pune,casual,125.0,4,2577.0,3,3,3,9,Champion
C098320,Hyderabad,regular,724.0,4,3484.0,1,4,3,8,Loyal
C094324,Pune,casual,331.0,1,340.0,2,1,1,4,Needs Attention
C086691,Mumbai,casual,515.0,2,1207.0,1,2,2,5,Needs Attention
C007943,Bangalore,casual,767.0,1,579.0,1,1,1,3,Needs Attention
C007942,Hyderabad,casual,1288.0,1,323.0,1,1,1,3,Needs Attention
C033063,Bangalore,casual,64.0,2,1134.0,4,2,2,8,New/Promising
C029896,Bangalore,casual,93.0,2,1724.0,3,2,2,7,New/Promising
C087712,Mumbai,casual,86.0,2,2540.0,4,3,3,10,Champion
C056212,Bangalore,casual,812.0,1,1638.0,1,2,2,5,Needs Attention
C079034,Mumbai,casual,1253.0,1,1015.0,1,1,1,3,Needs Attention
C009868,Hyderabad,casual,391.0,1,661.0,2,1,1,4,Needs Attention
C065921,Bangalore,casual,948.0,1,1300.0,1,1,2,4,Needs Attention
C014591,Pune,casual,172.0,1,984.0,3,1,1,5,New/Promising
C027197,Pune,casual,178.0,2,2231.0,3,3,3,9,Champion
C027724,Hyderabad,casual,13.0,1,1016.0,4,1,1,6,New/Promising
C070524,Bangalore,regular,451.0,2,2541.0,2,3,3,8,Loyal
C031444,Bangalore,casual,444.0,1,564.0,2,1,1,4,Needs Attention
C031381,Pune,regular,685.0,3,2389.87,1,3,3,7,Loyal
C096220,Delhi,regular,116.0,4,2074.0,3,3,3,9,Champion
C050077,Bangalore,casual,460.0,2,1471.0,2,2,2,6,Needs Attention
C085281,Mumbai,casual,210.0,4,4676.0,3,4,4,11,Champion
C001485,Bangalore,casual,157.0,1,1414.0,3,2,2,7,New/Promising
C047376,Delhi,regular,156.0,5,3805.0,3,4,4,11,Champion
C089700,Hyderabad,regular,19.0,6,4648.74,4,4,4,12,Champion
C058991,Delhi,casual,53.0,2,2453.0,4,3,3,10,Champion
C084257,Hyderabad,regular,645.0,5,3643.0,1,4,4,9,Loyal
C005094,Delhi,casual,28.0,2,1662.0,4,2,2,8,New/Promising
C046761,Bangalore,casual,207.0,2,1376.0,3,2,2,7,New/Promising
C068058,Pune,loyal,290.0,13,10731.46,2,4,4,10,Loyal
C004279,Bangalore,casual,282.0,2,2562.0,2,3,3,8,Loyal
C032775,Bangalore,casual,583.0,1,2060.0,1,2,3,6,Needs Attention
C012100,Pune,casual,435.0,2,2802.0,2,3,3,8,Loyal
C064712,Bangalore,casual,415.0,1,1399.0,2,2,2,6,Needs Attention
C089801,Pune,regular,305.0,5,5927.0,2,4,4,10,Loyal
C043088,Pune,casual,200.0,1,1306.0,3,1,2,6,New/Promising
C067266,Delhi,regular,193.0,6,7735.62,3,4,4,11,Champion
C012614,Mumbai,casual,204.0,2,1563.0,3,2,2,7,New/Promising
C024885,Bangalore,casual,286.0,4,3933.0,2,4,4,10,Loyal
C051831,Mumbai,casual,506.0,2,1268.0,1,2,2,5,Needs Attention
C060622,Hyderabad,casual,180.0,3,2508.0,3,3,3,9,Champion
C031680,Delhi,casual,261.0,1,988.0,2,1,1,4,Needs Attention
C065501,Mumbai,casual,475.0,3,2141.13,1,3,3,7,Loyal
C077670,Mumbai,regular,90.0,7,4516.63,4,4,4,12,Champion
C023933,Pune,casual,238.0,3,1834.0,2,3,2,7,At Risk
C019492,Mumbai,regular,315.0,6,4341.89,2,4,4,10,Loyal
C011083,Mumbai,casual,66.0,3,1362.0,4,3,2,9,Needs Attention
C079948,Mumbai,regular,466.0,5,3714.0,2,4,4,10,Loyal
C019014,Delhi,casual,376.0,3,2717.0,2,3,3,8,Loyal
C067190,Delhi,casual,804.0,1,2208.0,1,2,3,6,Needs Attention
C076133,Bangalore,casual,78.0,4,2045.0,4,3,3,10,Champion
C084255,Bangalore,casual,409.0,2,2499.0,2,3,3,8,Loyal
C052629,Pune,casual,267.0,2,2036.0,2,2,3,7,Needs Attention
C035310,Mumbai,casual,444.0,2,1016.0,2,2,1,5,Needs Attention
C044229,Mumbai,casual,1009.0,2,1054.03,1,2,1,4,Needs Attention
C018817,Mumbai,casual,374.0,4,4618.0,2,4,4,10,Loyal
C046509,Mumbai,casual,101.0,2,2213.0,3,2,3,8,New/Promising
C035143,Bangalore,casual,847.0,1,812.0,1,1,1,3,Needs Attention
C019408,Delhi,casual,41.0,2,2611.0,4,3,3,10,Champion
C063367,Delhi,casual,373.0,2,1468.0,2,2,2,6,Needs Attention
C078607,Delhi,regular,24.0,5,3530.0,4,4,3,11,Champion
C041459,Mumbai,regular,146.0,5,4321.43,3,4,4,11,Champion
C030103,Bangalore,casual,234.0,2,2042.0,2,2,3,7,Needs Attention
C051080,Mumbai,casual,300.0,1,998.0,2,1,1,4,Needs Attention
C023043,Delhi,regular,358.0,3,3387.68,2,3,3,8,Loyal
C072573,Pune,casual,259.0,1,756.0,2,1,1,4,Needs Attention
C049089,Mumbai,casual,447.0,1,806.0,2,1,1,4,Needs Attention
C043436,Hyderabad,loyal,36.0,14,14379.94,4,4,4,12,Champion
C001530,Mumbai,casual,65.0,7,7080.64,4,4,4,12,Champion
C028284,Bangalore,casual,397.0,1,1274.68,2,1,2,5,Needs Attention
C013950,Bangalore,loyal,207.0,14,12435.97,3,4,4,11,Champion
C090658,Bangalore,regular,570.0,1,1409.0,1,2,2,5,Needs Attention
C007295,Bangalore,regular,121.0,4,3829.0,3,4,4,11,Champion
C088610,Mumbai,regular,44.0,6,4822.76,4,4,4,12,Champion
C017394,Hyderabad,casual,270.0,3,4097.0,2,3,4,9,Loyal
C084719,Hyderabad,casual,786.0,2,1468.0,1,2,2,5,Needs Attention
C036432,Hyderabad,casual,271.0,3,2414.0,2,3,3,8,Loyal
C002917,Mumbai,casual,78.0,4,2921.43,4,3,3,10,Champion
C090918,Mumbai,casual,241.0,4,2824.47,2,3,3,8,Loyal
C077255,Bangalore,casual,2.0,1,490.0,4,1,1,6,New/Promising
C000609,Pune,casual,169.0,2,3729.0,3,3,4,10,Champion
C062220,Delhi,casual,776.0,2,2004.61,1,2,3,6,Needs Attention
C046086,Pune,regular,34.0,6,4232.0,4,4,4,12,Champion
C045779,Hyderabad,casual,48.0,2,512.28,4,2,1,7,New/Promising
C075824,Delhi,regular,207.0,4,4224.0,3,4,4,11,Champion
C092180,Pune,casual,24.0,5,6022.88,4,4,4,12,Champion
C078204,Mumbai,casual,620.0,2,1580.46,1,2,2,5,Needs Attention
C031274,Delhi,loyal,28.0,7,7077.0,4,4,4,12,Champion
C050906,Bangalore,regular,166.0,4,2217.0,3,3,3,9,Champion
C007431,Delhi,casual,482.0,1,772.0,1,1,1,3,Needs Attention
C036642,Mumbai,casual,1449.0,2,2650.0,1,3,3,7,Loyal
C083969,Mumbai,regular,241.0,9,6513.03,2,4,4,10,Loyal
C020518,Bangalore,casual,104.0,3,3233.0,3,3,3,9,Champion
C037740,Hyderabad,loyal,46.0,16,16201.98,4,4,4,12,Champion
C068496,Pune,casual,303.0,3,2888.0,2,3,3,8,Loyal
C044053,Hyderabad,casual,25.0,3,3880.97,4,3,4,11,Champion
C041105,Mumbai,casual,146.0,4,1673.0,3,3,2,8,Needs Attention
C067096,Mumbai,loyal,46.0,24,19048.46,4,4,4,12,Champion
C070586,Delhi,casual,212.0,2,1418.0,3,2,2,7,New/Promising
C021524,Hyderabad,casual,1080.0,1,717.0,1,1,1,3,Needs Attention
C043763,Delhi,casual,356.0,1,258.0,2,1,1,4,Needs Attention
C035554,Mumbai,casual,8.0,2,2700.01,4,3,3,10,Champion
C023294,Pune,casual,299.0,2,2636.0,2,3,3,8,Loyal
C006591,Mumbai,casual,46.0,2,1590.0,4,2,2,8,New/Promising
C015552,Pune,regular,125.0,4,4431.0,3,4,4,11,Champion
C071348,Bangalore,loyal,89.0,12,7693.0,4,4,4,12,Champion
C046634,Mumbai,loyal,50.0,16,13207.0,4,4,4,12,Champion
C056084,Delhi,regular,70.0,6,4595.74,4,4,4,12,Champion
C005687,Pune,casual,298.0,1,559.0,2,1,1,4,Needs Attention
C007386,Bangalore,casual,912.0,2,1178.96,1,2,2,5,Needs Attention
C048781,Pune,casual,119.0,2,2944.47,3,3,3,9,Champion
C048730,Hyderabad,casual,990.0,1,145.0,1,1,1,3,Needs Attention
C075987,Mumbai,loyal,139.0,10,7018.11,3,4,4,11,Champion
C091209,Bangalore,casual,39.0,2,1336.0,4,2,2,8,New/Promising
C066743,Delhi,casual,436.0,1,730.0,2,1,1,4,Needs Attention
C014716,Hyderabad,regular,421.0,5,4516.01,2,4,4,10,Loyal
C022115,Mumbai,casual,3.0,3,1063.0,4,3,1,8,Needs Attention
C051972,Delhi,casual,139.0,5,3703.0,3,4,4,11,Champion
C095127,Hyderabad,loyal,33.0,25,22801.0,4,4,4,12,Champion
C074438,Hyderabad,regular,337.0,4,2801.62,2,3,3,8,Loyal
C092381,Bangalore,casual,1460.0,1,848.0,1,1,1,3,Needs Attention
C085775,Delhi,casual,188.0,1,624.0,3,1,1,5,New/Promising
C075188,Hyderabad,casual,166.0,3,1198.0,3,3,2,8,Needs Attention
C050450,Delhi,regular,281.0,5,3434.0,2,4,3,9,Loyal
C085241,Bangalore,regular,242.0,2,2005.0,2,2,3,7,Needs Attention
C075582,Mumbai,casual,137.0,4,4296.95,3,4,4,11,Champion
C087557,Mumbai,casual,30.0,4,4781.11,4,4,4,12,Champion
C012022,Bangalore,casual,668.0,1,316.0,1,1,1,3,Needs Attention
C035583,Bangalore,casual,510.0,3,3795.4,1,3,4,8,Loyal
C074688,Bangalore,casual,689.0,1,925.0,1,1,1,3,Needs Attention
C011327,Delhi,regular,548.0,3,2413.0,1,3,3,7,Loyal
C019785,Hyderabad,casual,525.0,1,1153.0,1,1,2,4,Needs Attention
C050516,Bangalore,loyal,3.0,15,11929.49,4,4,4,12,Champion
C014367,Hyderabad,regular,708.0,1,330.0,1,1,1,3,Needs Attention
C034540,Hyderabad,regular,356.0,4,2140.0,2,3,3,8,Loyal
C043899,Mumbai,regular,445.0,6,7810.82,2,4,4,10,Loyal
C091345,Delhi,regular,684.0,4,3861.0,1,4,4,9,Loyal
C057301,Delhi,casual,612.0,1,976.0,1,1,1,3,Needs Attention
C020666,Bangalore,casual,212.0,3,1852.0,3,3,2,8,Needs Attention
C020916,Mumbai,regular,7.0,10,10264.0,4,4,4,12,Champion
C003990,Pune,regular,26.0,7,6394.0,4,4,4,12,Champion
C025290,Bangalore,casual,748.0,1,1749.0,1,2,2,5,Needs Attention
C053842,Mumbai,casual,93.0,1,952.0,3,1,1,5,New/Promising
C050080,Mumbai,casual,13.0,1,1423.0,4,2,2,8,New/Promising
C096346,Pune,casual,68.0,3,2405.0,4,3,3,10,Champion
C099389,Hyderabad,casual,790.0,2,1720.0,1,2,2,5,Needs Attention
C044453,Delhi,loyal,41.0,12,6847.62,4,4,4,12,Champion
C014426,Delhi,regular,249.0,2,694.0,2,2,1,5,Needs Attention
C036208,Delhi,casual,228.0,2,1849.0,3,2,2,7,New/Promising
C077603,Mumbai,casual,23.0,1,1578.0,4,2,2,8,New/Promising
C066372,Hyderabad,casual,121.0,4,4825.39,3,4,4,11,Champion
C092118,Hyderabad,casual,570.0,2,1731.84,1,2,2,5,Needs Attention
C021516,Delhi,casual,421.0,1,730.0,2,1,1,4,Needs Attention
C078865,Delhi,regular,87.0,1,320.0,4,1,1,6,New/Promising
C000387,Pune,regular,7.0,7,5343.0,4,4,4,12,Champion
C062771,Hyderabad,casual,521.0,1,1328.0,1,2,2,5,Needs Attention
C081389,Bangalore,regular,1198.0,3,1145.32,1,3,2,6,At Risk
C094512,Mumbai,regular,622.0,2,1774.0,1,2,2,5,Needs Attention
C078053,Hyderabad,casual,524.0,2,1812.0,1,2,2,5,Needs Attention
C059854,Delhi,casual,414.0,2,1362.09,2,2,2,6,Needs Attention
C056287,Bangalore,casual,600.0,1,916.0,1,1,1,3,Needs Attention
C055578,Hyderabad,regular,239.0,7,6190.29,2,4,4,10,Loyal
C040615,Delhi,casual,472.0,1,172.0,2,1,1,4,Needs Attention
C070623,Mumbai,regular,240.0,8,5653.0,2,4,4,10,Loyal
C049907,Mumbai,regular,103.0,3,3379.8,3,3,3,9,Champion
C035076,Pune,casual,605.0,2,796.0,1,2,1,4,Needs Attention
C045353,Bangalore,casual,890.0,1,1424.0,1,2,2,5,Needs Attention
C024388,Bangalore,casual,154.0,1,1118.0,3,1,2,6,New/Promising
C077521,Pune,casual,338.0,1,957.24,2,1,1,4,Needs Attention
C024492,Delhi,casual,352.0,2,747.01,2,2,1,5,Needs Attention
C070148,Delhi,casual,79.0,2,1596.0,4,2,2,8,New/Promising
C063132,Delhi,casual,193.0,3,2725.54,3,3,3,9,Champion
C037656,Bangalore,casual,326.0,1,310.47,2,1,1,4,Needs Attention
C059896,Hyderabad,casual,87.0,3,2868.0,4,3,3,10,Champion
C096258,Pune,casual,15.0,3,4410.0,4,3,4,11,Champion
C055448,Bangalore,regular,88.0,5,5166.0,4,4,4,12,Champion
C086672,Bangalore,casual,475.0,2,2563.96,1,3,3,7,Loyal
C023476,Delhi,casual,281.0,3,1904.0,2,3,2,7,At Risk
C056738,Pune,regular,34.0,6,6087.87,4,4,4,12,Champion
C064597,Hyderabad,casual,118.0,2,1731.0,3,2,2,7,New/Promising
C098808,Hyderabad,casual,16.0,2,3044.0,4,3,3,10,Champion
C041626,Pune,casual,30.0,1,464.0,4,1,1,6,New/Promising
C084661,Delhi,regular,60.0,3,3535.0,4,3,3,10,Champion
C093317,Mumbai,casual,196.0,1,1006.0,3,1,1,5,New/Promising
C005277,Hyderabad,casual,477.0,1,917.29,1,1,1,3,Needs Attention
C034047,Hyderabad,regular,174.0,2,1691.0,3,2,2,7,New/Promising
C032804,Bangalore,regular,302.0,7,5625.5,2,4,4,10,Loyal
C023924,Pune,casual,321.0,3,2634.31,2,3,3,8,Loyal
C084680,Pune,casual,167.0,1,252.0,3,1,1,5,New/Promising
C086479,Bangalore,regular,76.0,4,4309.0,4,4,4,12,Champion
C020638,Delhi,casual,340.0,2,2051.0,2,2,3,7,Needs Attention
C089536,Hyderabad,casual,58.0,2,1138.0,4,2,2,8,New/Promising
C064287,Bangalore,casual,28.0,2,2279.01,4,3,3,10,Champion
C036659,Hyderabad,casual,247.0,2,2293.0,2,3,3,8,Loyal
C079066,Hyderabad,casual,23.0,2,1507.0,4,2,2,8,New/Promising
C078975,Mumbai,casual,150.0,5,5503.53,3,4,4,11,Champion
C077359,Mumbai,regular,115.0,4,4506.37,3,4,4,11,Champion
C036198,Bangalore,regular,121.0,3,2103.0,3,3,3,9,Champion
C005249,Bangalore,casual,781.0,1,360.0,1,1,1,3,Needs Attention
C039600,Bangalore,regular,89.0,3,1543.37,4,3,2,9,Needs Attention
C066163,Pune,casual,1042.0,1,1134.0,1,1,2,4,Needs Attention
C071835,Hyderabad,casual,389.0,3,3772.0,2,3,4,9,Loyal
C012399,Delhi,loyal,52.0,11,8712.0,4,4,4,12,Champion
C092677,Delhi,casual,1069.0,1,1582.0,1,2,2,5,Needs Attention
C070985,Hyderabad,casual,,1,1030.0,4,1,1,6,New/Promising
C021248,Hyderabad,regular,39.0,4,3085.0,4,3,3,10,Champion
C083775,Hyderabad,casual,129.0,4,4072.0,3,4,4,11,Champion
C086141,Hyderabad,casual,231.0,2,1065.0,3,2,1,6,New/Promising
C048446,Delhi,casual,369.0,1,1244.0,2,1,2,5,Needs Attention
