Date_Key;FullDate;DayNumberOfMonth;DayNumberOfWeek;DayName;MonthNumber;MonthName;QuarterNumber;QuarterName;CalendarYear;YearMonth;IsWeekend
20150318;2015-03-18;18;3;Wednesday;3;March;1;Q1;2015;2015-03;0
20150319;2015-03-19;19;4;Thursday;3;March;1;Q1;2015;2015-03;0
20150320;2015-03-20;20;5;Friday;3;March;1;Q1;2015;2015-03;0
20150321;2015-03-21;21;6;Saturday;3;March;1;Q1;2015;2015-03;1
20150322;2015-03-22;22;7;Sunday;3;March;1;Q1;2015;2015-03;1
20150323;2015-03-23;23;1;Monday;3;March;1;Q1;2015;2015-03;0
20150324;2015-03-24;24;2;Tuesday;3;March;1;Q1;2015;2015-03;0
20150325;2015-03-25;25;3;Wednesday;3;March;1;Q1;2015;2015-03;0
20150326;2015-03-26;26;4;Thursday;3;March;1;Q1;2015;2015-03;0
20150327;2015-03-27;27;5;Friday;3;March;1;Q1;2015;2015-03;0
20150328;2015-03-28;28;6;Saturday;3;March;1;Q1;2015;2015-03;1
20150329;2015-03-29;29;7;Sunday;3;March;1;Q1;2015;2015-03;1
20150330;2015-03-30;30;1;Monday;3;March;1;Q1;2015;2015-03;0
20150331;2015-03-31;31;2;Tuesday;3;March;1;Q1;2015;2015-03;0
20150401;2015-04-01;1;3;Wednesday;4;April;2;Q2;2015;2015-04;0
20150402;2015-04-02;2;4;Thursday;4;April;2;Q2;2015;2015-04;0
20150403;2015-04-03;3;5;Friday;4;April;2;Q2;2015;2015-04;0
20150404;2015-04-04;4;6;Saturday;4;April;2;Q2;2015;2015-04;1
20150405;2015-04-05;5;7;Sunday;4;April;2;Q2;2015;2015-04;1
20150406;2015-04-06;6;1;Monday;4;April;2;Q2;2015;2015-04;0
20150407;2015-04-07;7;2;Tuesday;4;April;2;Q2;2015;2015-04;0
20150408;2015-04-08;8;3;Wednesday;4;April;2;Q2;2015;2015-04;0
20150409;2015-04-09;9;4;Thursday;4;April;2;Q2;2015;2015-04;0
20150410;2015-04-10;10;5;Friday;4;April;2;Q2;2015;2015-04;0
20150411;2015-04-11;11;6;Saturday;4;April;2;Q2;2015;2015-04;1
20150412;2015-04-12;12;7;Sunday;4;April;2;Q2;2015;2015-04;1
20150413;2015-04-13;13;1;Monday;4;April;2;Q2;2015;2015-04;0
20150414;2015-04-14;14;2;Tuesday;4;April;2;Q2;2015;2015-04;0
20150415;2015-04-15;15;3;Wednesday;4;April;2;Q2;2015;2015-04;0
20150416;2015-04-16;16;4;Thursday;4;April;2;Q2;2015;2015-04;0
20150417;2015-04-17;17;5;Friday;4;April;2;Q2;2015;2015-04;0
20150418;2015-04-18;18;6;Saturday;4;April;2;Q2;2015;2015-04;1
20150419;2015-04-19;19;7;Sunday;4;April;2;Q2;2015;2015-04;1
20150420;2015-04-20;20;1;Monday;4;April;2;Q2;2015;2015-04;0
20150421;2015-04-21;21;2;Tuesday;4;April;2;Q2;2015;2015-04;0
20150422;2015-04-22;22;3;Wednesday;4;April;2;Q2;2015;2015-04;0
20150423;2015-04-23;23;4;Thursday;4;April;2;Q2;2015;2015-04;0
20150424;2015-04-24;24;5;Friday;4;April;2;Q2;2015;2015-04;0
20150425;2015-04-25;25;6;Saturday;4;April;2;Q2;2015;2015-04;1
20150426;2015-04-26;26;7;Sunday;4;April;2;Q2;2015;2015-04;1
20150427;2015-04-27;27;1;Monday;4;April;2;Q2;2015;2015-04;0
20150428;2015-04-28;28;2;Tuesday;4;April;2;Q2;2015;2015-04;0
20150429;2015-04-29;29;3;Wednesday;4;April;2;Q2;2015;2015-04;0
20150430;2015-04-30;30;4;Thursday;4;April;2;Q2;2015;2015-04;0
20150501;2015-05-01;1;5;Friday;5;May;2;Q2;2015;2015-05;0
20150502;2015-05-02;2;6;Saturday;5;May;2;Q2;2015;2015-05;1
20150503;2015-05-03;3;7;Sunday;5;May;2;Q2;2015;2015-05;1
20150504;2015-05-04;4;1;Monday;5;May;2;Q2;2015;2015-05;0
20150505;2015-05-05;5;2;Tuesday;5;May;2;Q2;2015;2015-05;0
20150506;2015-05-06;6;3;Wednesday;5;May;2;Q2;2015;2015-05;0
20150507;2015-05-07;7;4;Thursday;5;May;2;Q2;2015;2015-05;0
20150508;2015-05-08;8;5;Friday;5;May;2;Q2;2015;2015-05;0
20150509;2015-05-09;9;6;Saturday;5;May;2;Q2;2015;2015-05;1
20150510;2015-05-10;10;7;Sunday;5;May;2;Q2;2015;2015-05;1
20150511;2015-05-11;11;1;Monday;5;May;2;Q2;2015;2015-05;0
20150512;2015-05-12;12;2;Tuesday;5;May;2;Q2;2015;2015-05;0
20150513;2015-05-13;13;3;Wednesday;5;May;2;Q2;2015;2015-05;0
20150514;2015-05-14;14;4;Thursday;5;May;2;Q2;2015;2015-05;0
20150515;2015-05-15;15;5;Friday;5;May;2;Q2;2015;2015-05;0
20150516;2015-05-16;16;6;Saturday;5;May;2;Q2;2015;2015-05;1
20150517;2015-05-17;17;7;Sunday;5;May;2;Q2;2015;2015-05;1
20150518;2015-05-18;18;1;Monday;5;May;2;Q2;2015;2015-05;0
20150519;2015-05-19;19;2;Tuesday;5;May;2;Q2;2015;2015-05;0
20150520;2015-05-20;20;3;Wednesday;5;May;2;Q2;2015;2015-05;0
20150521;2015-05-21;21;4;Thursday;5;May;2;Q2;2015;2015-05;0
20150522;2015-05-22;22;5;Friday;5;May;2;Q2;2015;2015-05;0
20150523;2015-05-23;23;6;Saturday;5;May;2;Q2;2015;2015-05;1
20150524;2015-05-24;24;7;Sunday;5;May;2;Q2;2015;2015-05;1
20150525;2015-05-25;25;1;Monday;5;May;2;Q2;2015;2015-05;0
20150526;2015-05-26;26;2;Tuesday;5;May;2;Q2;2015;2015-05;0
20150527;2015-05-27;27;3;Wednesday;5;May;2;Q2;2015;2015-05;0
20150528;2015-05-28;28;4;Thursday;5;May;2;Q2;2015;2015-05;0
20150529;2015-05-29;29;5;Friday;5;May;2;Q2;2015;2015-05;0
20150530;2015-05-30;30;6;Saturday;5;May;2;Q2;2015;2015-05;1
20150531;2015-05-31;31;7;Sunday;5;May;2;Q2;2015;2015-05;1
20150601;2015-06-01;1;1;Monday;6;June;2;Q2;2015;2015-06;0
20150602;2015-06-02;2;2;Tuesday;6;June;2;Q2;2015;2015-06;0
20150603;2015-06-03;3;3;Wednesday;6;June;2;Q2;2015;2015-06;0
20150604;2015-06-04;4;4;Thursday;6;June;2;Q2;2015;2015-06;0
20150605;2015-06-05;5;5;Friday;6;June;2;Q2;2015;2015-06;0
20150606;2015-06-06;6;6;Saturday;6;June;2;Q2;2015;2015-06;1
20150607;2015-06-07;7;7;Sunday;6;June;2;Q2;2015;2015-06;1
20150608;2015-06-08;8;1;Monday;6;June;2;Q2;2015;2015-06;0
20150609;2015-06-09;9;2;Tuesday;6;June;2;Q2;2015;2015-06;0
20150610;2015-06-10;10;3;Wednesday;6;June;2;Q2;2015;2015-06;0
20150611;2015-06-11;11;4;Thursday;6;June;2;Q2;2015;2015-06;0
20150612;2015-06-12;12;5;Friday;6;June;2;Q2;2015;2015-06;0
20150613;2015-06-13;13;6;Saturday;6;June;2;Q2;2015;2015-06;1
20150614;2015-06-14;14;7;Sunday;6;June;2;Q2;2015;2015-06;1
20150615;2015-06-15;15;1;Monday;6;June;2;Q2;2015;2015-06;0
20150616;2015-06-16;16;2;Tuesday;6;June;2;Q2;2015;2015-06;0
20150617;2015-06-17;17;3;Wednesday;6;June;2;Q2;2015;2015-06;0
20150618;2015-06-18;18;4;Thursday;6;June;2;Q2;2015;2015-06;0
20150619;2015-06-19;19;5;Friday;6;June;2;Q2;2015;2015-06;0
20150620;2015-06-20;20;6;Saturday;6;June;2;Q2;2015;2015-06;1
20150621;2015-06-21;21;7;Sunday;6;June;2;Q2;2015;2015-06;1
20150622;2015-06-22;22;1;Monday;6;June;2;Q2;2015;2015-06;0
20150623;2015-06-23;23;2;Tuesday;6;June;2;Q2;2015;2015-06;0
20150624;2015-06-24;24;3;Wednesday;6;June;2;Q2;2015;2015-06;0
20150625;2015-06-25;25;4;Thursday;6;June;2;Q2;2015;2015-06;0
20150626;2015-06-26;26;5;Friday;6;June;2;Q2;2015;2015-06;0
20150627;2015-06-27;27;6;Saturday;6;June;2;Q2;2015;2015-06;1
20150628;2015-06-28;28;7;Sunday;6;June;2;Q2;2015;2015-06;1
20150629;2015-06-29;29;1;Monday;6;June;2;Q2;2015;2015-06;0
20150630;2015-06-30;30;2;Tuesday;6;June;2;Q2;2015;2015-06;0
20150701;2015-07-01;1;3;Wednesday;7;July;3;Q3;2015;2015-07;0
20150702;2015-07-02;2;4;Thursday;7;July;3;Q3;2015;2015-07;0
20150703;2015-07-03;3;5;Friday;7;July;3;Q3;2015;2015-07;0
20150704;2015-07-04;4;6;Saturday;7;July;3;Q3;2015;2015-07;1
20150705;2015-07-05;5;7;Sunday;7;July;3;Q3;2015;2015-07;1
20150706;2015-07-06;6;1;Monday;7;July;3;Q3;2015;2015-07;0
20150707;2015-07-07;7;2;Tuesday;7;July;3;Q3;2015;2015-07;0
20150708;2015-07-08;8;3;Wednesday;7;July;3;Q3;2015;2015-07;0
20150709;2015-07-09;9;4;Thursday;7;July;3;Q3;2015;2015-07;0
20150710;2015-07-10;10;5;Friday;7;July;3;Q3;2015;2015-07;0
20150711;2015-07-11;11;6;Saturday;7;July;3;Q3;2015;2015-07;1
20150712;2015-07-12;12;7;Sunday;7;July;3;Q3;2015;2015-07;1
20150713;2015-07-13;13;1;Monday;7;July;3;Q3;2015;2015-07;0
20150714;2015-07-14;14;2;Tuesday;7;July;3;Q3;2015;2015-07;0
20150715;2015-07-15;15;3;Wednesday;7;July;3;Q3;2015;2015-07;0
20150716;2015-07-16;16;4;Thursday;7;July;3;Q3;2015;2015-07;0
20150717;2015-07-17;17;5;Friday;7;July;3;Q3;2015;2015-07;0
20150718;2015-07-18;18;6;Saturday;7;July;3;Q3;2015;2015-07;1
20150719;2015-07-19;19;7;Sunday;7;July;3;Q3;2015;2015-07;1
20150720;2015-07-20;20;1;Monday;7;July;3;Q3;2015;2015-07;0
20150721;2015-07-21;21;2;Tuesday;7;July;3;Q3;2015;2015-07;0
20150722;2015-07-22;22;3;Wednesday;7;July;3;Q3;2015;2015-07;0
20150723;2015-07-23;23;4;Thursday;7;July;3;Q3;2015;2015-07;0
20150724;2015-07-24;24;5;Friday;7;July;3;Q3;2015;2015-07;0
20150725;2015-07-25;25;6;Saturday;7;July;3;Q3;2015;2015-07;1
20150726;2015-07-26;26;7;Sunday;7;July;3;Q3;2015;2015-07;1
20150727;2015-07-27;27;1;Monday;7;July;3;Q3;2015;2015-07;0
20150728;2015-07-28;28;2;Tuesday;7;July;3;Q3;2015;2015-07;0
20150729;2015-07-29;29;3;Wednesday;7;July;3;Q3;2015;2015-07;0
20150730;2015-07-30;30;4;Thursday;7;July;3;Q3;2015;2015-07;0
20150731;2015-07-31;31;5;Friday;7;July;3;Q3;2015;2015-07;0
20150801;2015-08-01;1;6;Saturday;8;August;3;Q3;2015;2015-08;1
20150802;2015-08-02;2;7;Sunday;8;August;3;Q3;2015;2015-08;1
20150803;2015-08-03;3;1;Monday;8;August;3;Q3;2015;2015-08;0
20150804;2015-08-04;4;2;Tuesday;8;August;3;Q3;2015;2015-08;0
20150805;2015-08-05;5;3;Wednesday;8;August;3;Q3;2015;2015-08;0
20150806;2015-08-06;6;4;Thursday;8;August;3;Q3;2015;2015-08;0
20150807;2015-08-07;7;5;Friday;8;August;3;Q3;2015;2015-08;0
20150808;2015-08-08;8;6;Saturday;8;August;3;Q3;2015;2015-08;1
20150809;2015-08-09;9;7;Sunday;8;August;3;Q3;2015;2015-08;1
20150810;2015-08-10;10;1;Monday;8;August;3;Q3;2015;2015-08;0
20150811;2015-08-11;11;2;Tuesday;8;August;3;Q3;2015;2015-08;0
20150812;2015-08-12;12;3;Wednesday;8;August;3;Q3;2015;2015-08;0
20150813;2015-08-13;13;4;Thursday;8;August;3;Q3;2015;2015-08;0
20150814;2015-08-14;14;5;Friday;8;August;3;Q3;2015;2015-08;0
20150815;2015-08-15;15;6;Saturday;8;August;3;Q3;2015;2015-08;1
20150816;2015-08-16;16;7;Sunday;8;August;3;Q3;2015;2015-08;1
20150817;2015-08-17;17;1;Monday;8;August;3;Q3;2015;2015-08;0
20150818;2015-08-18;18;2;Tuesday;8;August;3;Q3;2015;2015-08;0
20150819;2015-08-19;19;3;Wednesday;8;August;3;Q3;2015;2015-08;0
20150820;2015-08-20;20;4;Thursday;8;August;3;Q3;2015;2015-08;0
20150821;2015-08-21;21;5;Friday;8;August;3;Q3;2015;2015-08;0
20150822;2015-08-22;22;6;Saturday;8;August;3;Q3;2015;2015-08;1
20150823;2015-08-23;23;7;Sunday;8;August;3;Q3;2015;2015-08;1
20150824;2015-08-24;24;1;Monday;8;August;3;Q3;2015;2015-08;0
20150825;2015-08-25;25;2;Tuesday;8;August;3;Q3;2015;2015-08;0
20150826;2015-08-26;26;3;Wednesday;8;August;3;Q3;2015;2015-08;0
20150827;2015-08-27;27;4;Thursday;8;August;3;Q3;2015;2015-08;0
20150828;2015-08-28;28;5;Friday;8;August;3;Q3;2015;2015-08;0
20150829;2015-08-29;29;6;Saturday;8;August;3;Q3;2015;2015-08;1
20150830;2015-08-30;30;7;Sunday;8;August;3;Q3;2015;2015-08;1
20150831;2015-08-31;31;1;Monday;8;August;3;Q3;2015;2015-08;0
20150901;2015-09-01;1;2;Tuesday;9;September;3;Q3;2015;2015-09;0
20150902;2015-09-02;2;3;Wednesday;9;September;3;Q3;2015;2015-09;0
20150903;2015-09-03;3;4;Thursday;9;September;3;Q3;2015;2015-09;0
20150904;2015-09-04;4;5;Friday;9;September;3;Q3;2015;2015-09;0
20150905;2015-09-05;5;6;Saturday;9;September;3;Q3;2015;2015-09;1
20150906;2015-09-06;6;7;Sunday;9;September;3;Q3;2015;2015-09;1
20150907;2015-09-07;7;1;Monday;9;September;3;Q3;2015;2015-09;0
20150908;2015-09-08;8;2;Tuesday;9;September;3;Q3;2015;2015-09;0
20150909;2015-09-09;9;3;Wednesday;9;September;3;Q3;2015;2015-09;0
20150910;2015-09-10;10;4;Thursday;9;September;3;Q3;2015;2015-09;0
20150911;2015-09-11;11;5;Friday;9;September;3;Q3;2015;2015-09;0
20150912;2015-09-12;12;6;Saturday;9;September;3;Q3;2015;2015-09;1
20150913;2015-09-13;13;7;Sunday;9;September;3;Q3;2015;2015-09;1
20150914;2015-09-14;14;1;Monday;9;September;3;Q3;2015;2015-09;0
20150915;2015-09-15;15;2;Tuesday;9;September;3;Q3;2015;2015-09;0
20150916;2015-09-16;16;3;Wednesday;9;September;3;Q3;2015;2015-09;0
20150917;2015-09-17;17;4;Thursday;9;September;3;Q3;2015;2015-09;0
20150918;2015-09-18;18;5;Friday;9;September;3;Q3;2015;2015-09;0
20150919;2015-09-19;19;6;Saturday;9;September;3;Q3;2015;2015-09;1
20150920;2015-09-20;20;7;Sunday;9;September;3;Q3;2015;2015-09;1
20150921;2015-09-21;21;1;Monday;9;September;3;Q3;2015;2015-09;0
20150922;2015-09-22;22;2;Tuesday;9;September;3;Q3;2015;2015-09;0
20150923;2015-09-23;23;3;Wednesday;9;September;3;Q3;2015;2015-09;0
20150924;2015-09-24;24;4;Thursday;9;September;3;Q3;2015;2015-09;0
20150925;2015-09-25;25;5;Friday;9;September;3;Q3;2015;2015-09;0
20150926;2015-09-26;26;6;Saturday;9;September;3;Q3;2015;2015-09;1
20150927;2015-09-27;27;7;Sunday;9;September;3;Q3;2015;2015-09;1
20150928;2015-09-28;28;1;Monday;9;September;3;Q3;2015;2015-09;0
20150929;2015-09-29;29;2;Tuesday;9;September;3;Q3;2015;2015-09;0
20150930;2015-09-30;30;3;Wednesday;9;September;3;Q3;2015;2015-09;0
20151001;2015-10-01;1;4;Thursday;10;October;4;Q4;2015;2015-10;0
20151002;2015-10-02;2;5;Friday;10;October;4;Q4;2015;2015-10;0
20151003;2015-10-03;3;6;Saturday;10;October;4;Q4;2015;2015-10;1
20151004;2015-10-04;4;7;Sunday;10;October;4;Q4;2015;2015-10;1
20151005;2015-10-05;5;1;Monday;10;October;4;Q4;2015;2015-10;0
20151006;2015-10-06;6;2;Tuesday;10;October;4;Q4;2015;2015-10;0
20151007;2015-10-07;7;3;Wednesday;10;October;4;Q4;2015;2015-10;0
20151008;2015-10-08;8;4;Thursday;10;October;4;Q4;2015;2015-10;0
20151009;2015-10-09;9;5;Friday;10;October;4;Q4;2015;2015-10;0
20151010;2015-10-10;10;6;Saturday;10;October;4;Q4;2015;2015-10;1
20151011;2015-10-11;11;7;Sunday;10;October;4;Q4;2015;2015-10;1
20151012;2015-10-12;12;1;Monday;10;October;4;Q4;2015;2015-10;0
20151013;2015-10-13;13;2;Tuesday;10;October;4;Q4;2015;2015-10;0
20151014;2015-10-14;14;3;Wednesday;10;October;4;Q4;2015;2015-10;0
20151015;2015-10-15;15;4;Thursday;10;October;4;Q4;2015;2015-10;0
20151016;2015-10-16;16;5;Friday;10;October;4;Q4;2015;2015-10;0
20151017;2015-10-17;17;6;Saturday;10;October;4;Q4;2015;2015-10;1
20151018;2015-10-18;18;7;Sunday;10;October;4;Q4;2015;2015-10;1
20151019;2015-10-19;19;1;Monday;10;October;4;Q4;2015;2015-10;0
20151020;2015-10-20;20;2;Tuesday;10;October;4;Q4;2015;2015-10;0
20151021;2015-10-21;21;3;Wednesday;10;October;4;Q4;2015;2015-10;0
20151022;2015-10-22;22;4;Thursday;10;October;4;Q4;2015;2015-10;0
20151023;2015-10-23;23;5;Friday;10;October;4;Q4;2015;2015-10;0
20151024;2015-10-24;24;6;Saturday;10;October;4;Q4;2015;2015-10;1
20151025;2015-10-25;25;7;Sunday;10;October;4;Q4;2015;2015-10;1
20151026;2015-10-26;26;1;Monday;10;October;4;Q4;2015;2015-10;0
20151027;2015-10-27;27;2;Tuesday;10;October;4;Q4;2015;2015-10;0
20151028;2015-10-28;28;3;Wednesday;10;October;4;Q4;2015;2015-10;0
20151029;2015-10-29;29;4;Thursday;10;October;4;Q4;2015;2015-10;0
20151030;2015-10-30;30;5;Friday;10;October;4;Q4;2015;2015-10;0
20151031;2015-10-31;31;6;Saturday;10;October;4;Q4;2015;2015-10;1
20151101;2015-11-01;1;7;Sunday;11;November;4;Q4;2015;2015-11;1
20151102;2015-11-02;2;1;Monday;11;November;4;Q4;2015;2015-11;0
20151103;2015-11-03;3;2;Tuesday;11;November;4;Q4;2015;2015-11;0
20151104;2015-11-04;4;3;Wednesday;11;November;4;Q4;2015;2015-11;0
20151105;2015-11-05;5;4;Thursday;11;November;4;Q4;2015;2015-11;0
20151106;2015-11-06;6;5;Friday;11;November;4;Q4;2015;2015-11;0
20151107;2015-11-07;7;6;Saturday;11;November;4;Q4;2015;2015-11;1
20151108;2015-11-08;8;7;Sunday;11;November;4;Q4;2015;2015-11;1
20151109;2015-11-09;9;1;Monday;11;November;4;Q4;2015;2015-11;0
20151110;2015-11-10;10;2;Tuesday;11;November;4;Q4;2015;2015-11;0
20151111;2015-11-11;11;3;Wednesday;11;November;4;Q4;2015;2015-11;0
20151112;2015-11-12;12;4;Thursday;11;November;4;Q4;2015;2015-11;0
20151113;2015-11-13;13;5;Friday;11;November;4;Q4;2015;2015-11;0
20151114;2015-11-14;14;6;Saturday;11;November;4;Q4;2015;2015-11;1
20151115;2015-11-15;15;7;Sunday;11;November;4;Q4;2015;2015-11;1
20151116;2015-11-16;16;1;Monday;11;November;4;Q4;2015;2015-11;0
20151117;2015-11-17;17;2;Tuesday;11;November;4;Q4;2015;2015-11;0
20151118;2015-11-18;18;3;Wednesday;11;November;4;Q4;2015;2015-11;0
20151119;2015-11-19;19;4;Thursday;11;November;4;Q4;2015;2015-11;0
20151120;2015-11-20;20;5;Friday;11;November;4;Q4;2015;2015-11;0
20151121;2015-11-21;21;6;Saturday;11;November;4;Q4;2015;2015-11;1
20151122;2015-11-22;22;7;Sunday;11;November;4;Q4;2015;2015-11;1
20151123;2015-11-23;23;1;Monday;11;November;4;Q4;2015;2015-11;0
20151124;2015-11-24;24;2;Tuesday;11;November;4;Q4;2015;2015-11;0
20151125;2015-11-25;25;3;Wednesday;11;November;4;Q4;2015;2015-11;0
20151126;2015-11-26;26;4;Thursday;11;November;4;Q4;2015;2015-11;0
20151127;2015-11-27;27;5;Friday;11;November;4;Q4;2015;2015-11;0
20151128;2015-11-28;28;6;Saturday;11;November;4;Q4;2015;2015-11;1
20151129;2015-11-29;29;7;Sunday;11;November;4;Q4;2015;2015-11;1
20151130;2015-11-30;30;1;Monday;11;November;4;Q4;2015;2015-11;0
20151201;2015-12-01;1;2;Tuesday;12;December;4;Q4;2015;2015-12;0
20151202;2015-12-02;2;3;Wednesday;12;December;4;Q4;2015;2015-12;0
20151203;2015-12-03;3;4;Thursday;12;December;4;Q4;2015;2015-12;0
20151204;2015-12-04;4;5;Friday;12;December;4;Q4;2015;2015-12;0
20151205;2015-12-05;5;6;Saturday;12;December;4;Q4;2015;2015-12;1
20151206;2015-12-06;6;7;Sunday;12;December;4;Q4;2015;2015-12;1
20151207;2015-12-07;7;1;Monday;12;December;4;Q4;2015;2015-12;0
20151208;2015-12-08;8;2;Tuesday;12;December;4;Q4;2015;2015-12;0
20151209;2015-12-09;9;3;Wednesday;12;December;4;Q4;2015;2015-12;0
20151210;2015-12-10;10;4;Thursday;12;December;4;Q4;2015;2015-12;0
20151211;2015-12-11;11;5;Friday;12;December;4;Q4;2015;2015-12;0
20151212;2015-12-12;12;6;Saturday;12;December;4;Q4;2015;2015-12;1
20151213;2015-12-13;13;7;Sunday;12;December;4;Q4;2015;2015-12;1
20151214;2015-12-14;14;1;Monday;12;December;4;Q4;2015;2015-12;0
20151215;2015-12-15;15;2;Tuesday;12;December;4;Q4;2015;2015-12;0
20151216;2015-12-16;16;3;Wednesday;12;December;4;Q4;2015;2015-12;0
20151217;2015-12-17;17;4;Thursday;12;December;4;Q4;2015;2015-12;0
20151218;2015-12-18;18;5;Friday;12;December;4;Q4;2015;2015-12;0
20151219;2015-12-19;19;6;Saturday;12;December;4;Q4;2015;2015-12;1
20151220;2015-12-20;20;7;Sunday;12;December;4;Q4;2015;2015-12;1
20151221;2015-12-21;21;1;Monday;12;December;4;Q4;2015;2015-12;0
20151222;2015-12-22;22;2;Tuesday;12;December;4;Q4;2015;2015-12;0
20151223;2015-12-23;23;3;Wednesday;12;December;4;Q4;2015;2015-12;0
20151224;2015-12-24;24;4;Thursday;12;December;4;Q4;2015;2015-12;0
20151225;2015-12-25;25;5;Friday;12;December;4;Q4;2015;2015-12;0
20151226;2015-12-26;26;6;Saturday;12;December;4;Q4;2015;2015-12;1
20151227;2015-12-27;27;7;Sunday;12;December;4;Q4;2015;2015-12;1
20151228;2015-12-28;28;1;Monday;12;December;4;Q4;2015;2015-12;0
20151229;2015-12-29;29;2;Tuesday;12;December;4;Q4;2015;2015-12;0
20151230;2015-12-30;30;3;Wednesday;12;December;4;Q4;2015;2015-12;0
20151231;2015-12-31;31;4;Thursday;12;December;4;Q4;2015;2015-12;0
20160101;2016-01-01;1;5;Friday;1;January;1;Q1;2016;2016-01;0
20160102;2016-01-02;2;6;Saturday;1;January;1;Q1;2016;2016-01;1
20160103;2016-01-03;3;7;Sunday;1;January;1;Q1;2016;2016-01;1
20160104;2016-01-04;4;1;Monday;1;January;1;Q1;2016;2016-01;0
20160105;2016-01-05;5;2;Tuesday;1;January;1;Q1;2016;2016-01;0
20160106;2016-01-06;6;3;Wednesday;1;January;1;Q1;2016;2016-01;0
20160107;2016-01-07;7;4;Thursday;1;January;1;Q1;2016;2016-01;0
20160108;2016-01-08;8;5;Friday;1;January;1;Q1;2016;2016-01;0
20160109;2016-01-09;9;6;Saturday;1;January;1;Q1;2016;2016-01;1
20160110;2016-01-10;10;7;Sunday;1;January;1;Q1;2016;2016-01;1
20160111;2016-01-11;11;1;Monday;1;January;1;Q1;2016;2016-01;0
20160112;2016-01-12;12;2;Tuesday;1;January;1;Q1;2016;2016-01;0
20160113;2016-01-13;13;3;Wednesday;1;January;1;Q1;2016;2016-01;0
20160114;2016-01-14;14;4;Thursday;1;January;1;Q1;2016;2016-01;0
20160115;2016-01-15;15;5;Friday;1;January;1;Q1;2016;2016-01;0
20160116;2016-01-16;16;6;Saturday;1;January;1;Q1;2016;2016-01;1
20160117;2016-01-17;17;7;Sunday;1;January;1;Q1;2016;2016-01;1
20160118;2016-01-18;18;1;Monday;1;January;1;Q1;2016;2016-01;0
20160119;2016-01-19;19;2;Tuesday;1;January;1;Q1;2016;2016-01;0
20160120;2016-01-20;20;3;Wednesday;1;January;1;Q1;2016;2016-01;0
20160121;2016-01-21;21;4;Thursday;1;January;1;Q1;2016;2016-01;0
20160122;2016-01-22;22;5;Friday;1;January;1;Q1;2016;2016-01;0
20160123;2016-01-23;23;6;Saturday;1;January;1;Q1;2016;2016-01;1
20160124;2016-01-24;24;7;Sunday;1;January;1;Q1;2016;2016-01;1
20160125;2016-01-25;25;1;Monday;1;January;1;Q1;2016;2016-01;0
20160126;2016-01-26;26;2;Tuesday;1;January;1;Q1;2016;2016-01;0
20160127;2016-01-27;27;3;Wednesday;1;January;1;Q1;2016;2016-01;0
20160128;2016-01-28;28;4;Thursday;1;January;1;Q1;2016;2016-01;0
20160129;2016-01-29;29;5;Friday;1;January;1;Q1;2016;2016-01;0
20160130;2016-01-30;30;6;Saturday;1;January;1;Q1;2016;2016-01;1
20160131;2016-01-31;31;7;Sunday;1;January;1;Q1;2016;2016-01;1
20160201;2016-02-01;1;1;Monday;2;February;1;Q1;2016;2016-02;0
20160202;2016-02-02;2;2;Tuesday;2;February;1;Q1;2016;2016-02;0
20160203;2016-02-03;3;3;Wednesday;2;February;1;Q1;2016;2016-02;0
20160204;2016-02-04;4;4;Thursday;2;February;1;Q1;2016;2016-02;0
20160205;2016-02-05;5;5;Friday;2;February;1;Q1;2016;2016-02;0
20160206;2016-02-06;6;6;Saturday;2;February;1;Q1;2016;2016-02;1
20160207;2016-02-07;7;7;Sunday;2;February;1;Q1;2016;2016-02;1
20160208;2016-02-08;8;1;Monday;2;February;1;Q1;2016;2016-02;0
20160209;2016-02-09;9;2;Tuesday;2;February;1;Q1;2016;2016-02;0
20160210;2016-02-10;10;3;Wednesday;2;February;1;Q1;2016;2016-02;0
20160211;2016-02-11;11;4;Thursday;2;February;1;Q1;2016;2016-02;0
20160212;2016-02-12;12;5;Friday;2;February;1;Q1;2016;2016-02;0
20160213;2016-02-13;13;6;Saturday;2;February;1;Q1;2016;2016-02;1
20160214;2016-02-14;14;7;Sunday;2;February;1;Q1;2016;2016-02;1
20160215;2016-02-15;15;1;Monday;2;February;1;Q1;2016;2016-02;0
20160216;2016-02-16;16;2;Tuesday;2;February;1;Q1;2016;2016-02;0
20160217;2016-02-17;17;3;Wednesday;2;February;1;Q1;2016;2016-02;0
20160218;2016-02-18;18;4;Thursday;2;February;1;Q1;2016;2016-02;0
20160219;2016-02-19;19;5;Friday;2;February;1;Q1;2016;2016-02;0
20160220;2016-02-20;20;6;Saturday;2;February;1;Q1;2016;2016-02;1
20160221;2016-02-21;21;7;Sunday;2;February;1;Q1;2016;2016-02;1
20160222;2016-02-22;22;1;Monday;2;February;1;Q1;2016;2016-02;0
20160223;2016-02-23;23;2;Tuesday;2;February;1;Q1;2016;2016-02;0
20160224;2016-02-24;24;3;Wednesday;2;February;1;Q1;2016;2016-02;0
20160225;2016-02-25;25;4;Thursday;2;February;1;Q1;2016;2016-02;0
20160226;2016-02-26;26;5;Friday;2;February;1;Q1;2016;2016-02;0
20160227;2016-02-27;27;6;Saturday;2;February;1;Q1;2016;2016-02;1
