PerformanceRating_ID;PerformanceCode;Employee_ID;ReviewDateKey;EnvironmentSatisfactionKey;JobSatisfactionKey;RelationshipSatisfactionKey;WorkLifeBalanceKey;SelfRatingKey;ManagerRatingKey;TrainingOpportunitiesWithinYear;TrainingOpportunitiesTaken;ReviewCount
1644;PR2471;393;20180725;2;1;2;5;2;2;1;0;1
1645;PR2472;1230;20180725;3;2;3;3;2;2;2;0;1
1646;PR2473;703;20180727;2;3;2;3;3;3;1;1;1
1647;PR2474;649;20180727;3;5;1;1;3;4;1;0;1
1648;PR2475;1398;20180728;2;2;5;5;3;3;2;2;1
1649;PR2476;1226;20180728;3;5;3;2;1;1;3;0;1
1650;PR2477;1159;20180730;5;1;5;1;1;1;2;0;1
1651;PR2478;112;20180730;2;3;3;1;3;4;1;2;1
1652;PR2479;888;20180730;3;3;1;5;2;2;2;2;1
1653;PR248;417;20140312;2;3;5;5;3;4;3;3;1
1654;PR2480;978;20180730;5;2;2;3;2;2;1;2;1
1655;PR2481;228;20180731;5;3;1;5;1;1;3;1;1
1656;PR2482;1239;20180731;5;2;5;1;2;2;2;0;1
1657;PR2483;701;20180801;3;5;1;2;1;1;3;2;1
1658;PR2484;47;20180802;3;2;5;2;2;3;2;1;1
1659;PR2485;647;20180803;3;5;2;5;3;3;2;1;1
1660;PR2486;1176;20180803;5;1;1;1;2;3;3;1;1
1661;PR2487;602;20180804;3;5;3;1;1;1;3;0;1
1662;PR2488;483;20180804;5;2;1;2;1;1;1;0;1
1663;PR2489;1369;20180804;3;1;5;3;3;3;1;2;1
1664;PR249;1185;20140312;5;1;3;5;3;3;1;2;1
1665;PR2490;992;20180804;5;2;3;2;2;3;3;2;1
1666;PR2491;607;20180806;3;5;3;2;1;2;1;2;1
1667;PR2492;1088;20180806;3;1;3;2;2;2;1;1;1
1668;PR2493;525;20180809;5;2;2;5;1;2;1;3;1
1669;PR2494;912;20180809;5;5;5;3;2;3;2;0;1
1670;PR2495;246;20180810;5;1;5;1;1;1;3;0;1
1671;PR2496;860;20180812;2;3;2;2;3;4;2;0;1
1672;PR2497;620;20180812;2;3;5;2;3;4;3;0;1
1673;PR2498;23;20180813;3;2;1;3;3;4;3;1;1
1674;PR2499;400;20180813;2;1;2;3;2;2;1;2;1
1675;PR25;1357;20130119;2;5;2;3;1;1;2;1;1
1676;PR250;215;20140314;5;5;2;3;2;2;3;1;1
1677;PR2500;859;20180813;2;5;1;5;3;3;2;0;1
1678;PR2501;993;20180814;2;1;5;3;2;3;1;2;1
1679;PR2502;26;20180814;5;1;3;2;3;4;1;0;1
1680;PR2503;557;20180815;3;2;2;1;1;2;1;1;1
1681;PR2504;1192;20180815;5;3;5;3;2;2;3;1;1
1682;PR2505;1011;20180815;5;3;3;2;3;4;3;1;1
1683;PR2506;719;20180815;3;3;3;5;3;3;1;0;1
1684;PR2507;244;20180816;5;3;1;2;2;2;2;2;1
1685;PR2508;361;20180816;3;3;5;2;2;2;1;0;1
1686;PR2509;1151;20180816;2;2;2;3;1;1;3;1;1
1687;PR251;444;20140315;5;3;1;3;3;3;3;1;1
1688;PR2510;307;20180817;3;2;3;2;1;1;2;0;1
1689;PR2511;466;20180817;5;3;1;3;3;3;1;0;1
1690;PR2512;1048;20180818;2;1;2;3;2;2;2;1;1
1691;PR2513;1286;20180818;3;3;1;3;1;2;1;0;1
1692;PR2514;1172;20180818;5;3;2;3;2;3;2;0;1
1693;PR2515;692;20180819;2;1;2;5;1;2;3;0;1
1694;PR2516;1429;20180821;3;3;1;5;1;2;2;0;1
1695;PR2517;237;20180821;5;3;2;2;1;1;2;1;1
1696;PR2518;555;20180821;2;3;3;1;3;4;3;0;1
1697;PR2519;220;20180822;2;2;3;5;2;3;3;1;1
1698;PR252;379;20140317;2;1;1;2;2;3;3;0;1
1699;PR2520;143;20180823;5;5;2;1;3;4;3;0;1
1700;PR2521;149;20180824;3;2;2;1;1;1;2;2;1
1701;PR2522;1193;20180825;5;5;2;5;3;4;3;1;1
1702;PR2523;486;20180825;5;1;1;3;2;3;2;2;1
1703;PR2524;596;20180826;2;3;1;5;1;1;3;0;1
1704;PR2525;451;20180827;3;3;3;1;2;2;1;3;1
1705;PR2526;866;20180829;3;5;3;2;1;2;3;1;1
1706;PR2527;139;20180830;2;1;1;1;1;1;2;3;1
1707;PR2528;1326;20180831;3;1;3;2;1;2;2;0;1
1708;PR2529;121;20180901;5;3;3;5;1;1;2;0;1
1709;PR253;463;20140317;2;1;1;5;2;3;3;1;1
1710;PR2530;1078;20180901;3;3;1;1;3;3;1;2;1
1711;PR2531;261;20180902;5;2;5;1;1;2;1;2;1
1712;PR2532;1135;20180902;2;3;2;2;2;2;2;0;1
1713;PR2533;1227;20180903;2;3;2;2;1;1;1;3;1
1714;PR2534;268;20180903;5;5;2;5;2;3;1;1;1
1715;PR2535;315;20180904;2;2;2;5;3;3;1;2;1
1716;PR2536;1415;20180904;3;3;3;3;3;3;3;1;1
1717;PR2537;656;20180905;5;1;1;1;1;2;3;0;1
1718;PR2538;1000;20180906;5;3;5;3;3;3;2;3;1
1719;PR2539;1186;20180908;3;2;1;5;1;1;1;1;1
1720;PR254;852;20140319;3;3;3;5;2;3;1;1;1
1721;PR2540;50;20180908;5;1;5;5;3;3;2;3;1
1722;PR2541;897;20180909;2;3;5;2;2;3;2;1;1
1723;PR2542;1147;20180909;3;1;3;1;1;1;2;1;1
1724;PR2543;174;20180911;2;1;5;2;3;3;1;0;1
1725;PR2544;376;20180912;2;3;1;1;2;2;2;1;1
1726;PR2545;810;20180912;2;5;5;5;3;3;1;0;1
1727;PR2546;1065;20180912;5;5;2;5;3;4;2;0;1
1728;PR2547;560;20180914;5;2;2;3;2;3;1;0;1
1729;PR2548;673;20180915;3;2;3;1;2;3;1;0;1
1730;PR2549;347;20180916;5;5;1;1;2;2;1;2;1
1731;PR255;1260;20140319;2;3;5;3;3;3;3;0;1
1732;PR2550;935;20180916;5;3;2;2;2;3;1;2;1
1733;PR2551;497;20180919;5;5;1;1;2;3;1;1;1
1734;PR2552;275;20180920;2;3;1;1;1;1;3;2;1
1735;PR2553;294;20180921;3;2;5;1;2;3;3;1;1
1736;PR2554;736;20180921;3;2;3;2;2;3;1;2;1
1737;PR2555;51;20180922;3;5;3;5;1;1;2;0;1
1738;PR2556;1312;20180923;3;5;3;5;3;3;2;0;1
1739;PR2557;398;20180923;5;2;3;3;3;4;2;2;1
1740;PR2558;1336;20180924;2;1;1;5;2;3;2;0;1
1741;PR2559;1290;20180925;3;5;1;2;1;1;1;1;1
1742;PR256;1285;20140319;2;3;5;2;2;2;3;1;1
1743;PR2560;727;20180926;2;5;1;2;3;3;2;0;1
1744;PR2561;1356;20180926;5;2;2;5;2;2;3;3;1
1745;PR2562;1099;20180926;2;2;5;1;2;2;1;0;1
1746;PR2563;396;20180927;5;5;1;5;1;2;1;1;1
1747;PR2564;172;20180928;5;2;5;3;1;2;3;3;1
1748;PR2565;817;20180928;2;2;2;3;2;3;1;1;1
1749;PR2566;1430;20180928;3;1;1;2;1;2;3;1;1
1750;PR2567;1058;20180929;5;5;3;1;3;4;3;0;1
1751;PR2568;1327;20180929;5;3;2;1;1;1;1;1;1
1752;PR2569;534;20180930;5;1;5;2;3;3;3;1;1
1753;PR257;94;20140321;2;1;3;3;2;2;1;2;1
1754;PR2570;119;20181001;3;2;2;1;2;2;1;0;1
1755;PR2571;1020;20181001;2;1;5;3;1;2;3;2;1
1756;PR2572;777;20181001;3;2;3;2;1;2;3;2;1
1757;PR2573;256;20181001;2;1;5;2;2;2;1;1;1
1758;PR2574;1005;20181001;3;3;2;1;1;2;1;2;1
1759;PR2575;224;20181003;2;3;2;1;2;2;1;2;1
1760;PR2576;746;20181004;2;1;5;2;3;3;2;0;1
1761;PR2577;636;20181004;2;5;2;5;1;2;3;1;1
1762;PR2578;1214;20181004;2;1;1;5;3;4;2;0;1
1763;PR2579;336;20181004;3;1;3;1;3;4;1;1;1
1764;PR258;1300;20140323;2;2;5;3;1;2;1;3;1
1765;PR2580;96;20181004;2;5;1;2;3;4;1;3;1
1766;PR2581;12;20181008;3;5;3;1;1;2;3;0;1
1767;PR2582;738;20181009;2;3;5;5;1;1;2;0;1
1768;PR2583;1361;20181009;5;5;3;1;1;2;1;0;1
1769;PR2584;751;20181009;5;2;1;3;2;2;2;2;1
1770;PR2585;1402;20181009;2;2;3;2;1;2;2;1;1
1771;PR2586;671;20181010;5;2;2;2;2;3;2;2;1
1772;PR2587;115;20181010;3;2;5;3;3;4;3;1;1
1773;PR2588;1446;20181014;5;3;3;2;3;4;3;2;1
1774;PR2589;225;20181014;2;5;2;3;3;3;3;1;1
1775;PR259;331;20140324;3;3;5;1;3;4;1;0;1
1776;PR2590;140;20181015;3;5;2;3;2;2;2;3;1
1777;PR2591;201;20181015;5;5;5;5;3;3;1;1;1
1778;PR2592;531;20181015;2;3;1;2;1;1;1;1;1
1779;PR2593;799;20181015;3;5;2;1;2;3;3;3;1
1780;PR2594;280;20181016;3;1;3;5;3;3;2;2;1
1781;PR2595;388;20181017;2;2;2;1;3;3;1;2;1
1782;PR2596;951;20181017;3;5;3;2;2;2;3;0;1
1783;PR2597;1467;20181017;2;1;1;5;1;1;2;1;1
1784;PR2598;657;20181018;2;3;3;2;1;2;3;0;1
1785;PR2599;392;20181019;3;1;5;1;1;2;3;1;1
1786;PR26;553;20130120;3;1;1;3;1;2;3;2;1
1787;PR260;1064;20140324;3;5;2;1;1;1;1;1;1
1788;PR2600;648;20181020;3;2;1;5;3;3;1;0;1
1789;PR2601;1167;20181020;3;5;3;1;2;2;2;1;1
1790;PR2602;760;20181021;5;2;1;2;2;3;1;0;1
1791;PR2603;199;20181022;2;3;5;2;2;3;2;0;1
1792;PR2604;286;20181022;2;3;3;2;2;3;3;1;1
1793;PR2605;936;20181024;5;1;1;5;2;2;2;1;1
1794;PR2606;265;20181025;2;3;3;3;3;4;3;0;1
1795;PR2607;663;20181025;3;3;1;1;1;2;3;0;1
1796;PR2608;1179;20181025;3;3;2;3;2;2;1;1;1
1797;PR2609;881;20181026;3;3;4;1;3;4;2;0;1
1798;PR261;459;20140325;5;1;2;3;1;1;2;1;1
1799;PR2610;1195;20181026;4;3;1;1;1;1;3;3;1
1800;PR2611;728;20181026;2;4;4;4;2;3;3;3;1
1801;PR2612;1018;20181026;3;2;1;3;1;2;1;3;1
1802;PR2613;221;20181027;3;2;4;4;2;3;3;1;1
1803;PR2614;794;20181028;1;2;1;4;1;2;3;1;1
1804;PR2615;892;20181029;2;2;5;5;1;1;1;2;1
1805;PR2616;811;20181029;5;3;1;2;3;4;3;0;1
1806;PR2617;276;20181030;5;5;3;3;1;1;3;0;1
1807;PR2618;574;20181031;2;3;1;3;2;3;1;1;1
1808;PR2619;55;20181031;5;1;1;5;1;2;3;1;1
1809;PR262;744;20140325;3;1;2;2;2;2;3;0;1
1810;PR2620;709;20181031;2;1;5;3;2;2;1;1;1
1811;PR2621;1101;20181101;3;2;3;1;2;3;1;0;1
1812;PR2622;1358;20181102;5;5;2;3;3;3;1;1;1
1813;PR2623;13;20181102;2;5;5;2;1;1;3;0;1
1814;PR2624;729;20181103;2;1;5;3;2;2;2;0;1
1815;PR2625;1198;20181103;5;3;2;3;3;3;2;3;1
1816;PR2626;1276;20181104;2;2;3;3;1;1;3;0;1
1817;PR2627;1362;20181105;2;2;5;5;1;1;3;0;1
1818;PR2628;208;20181105;3;3;5;2;2;3;1;0;1
1819;PR2629;124;20181106;2;2;1;3;1;2;2;0;1
1820;PR263;759;20140326;5;2;5;5;2;3;3;0;1
1821;PR2630;166;20181106;5;1;5;2;1;1;3;2;1
1822;PR2631;608;20181106;3;5;1;5;1;2;3;0;1
1823;PR2632;1162;20181106;2;1;2;3;2;2;2;1;1
1824;PR2633;1464;20181107;2;1;2;3;1;1;2;0;1
1825;PR2634;426;20181107;5;3;5;3;2;3;2;3;1
1826;PR2635;1042;20181107;5;3;1;3;3;3;3;1;1
1827;PR2636;995;20181108;5;3;2;3;3;4;1;0;1
1828;PR2637;299;20181108;3;2;5;1;1;1;3;1;1
1829;PR2638;1061;20181108;3;5;2;3;1;1;3;2;1
1830;PR2639;1089;20181109;2;5;5;2;3;4;1;3;1
1831;PR264;550;20140326;2;1;1;2;2;3;2;1;1
1832;PR2640;961;20181109;3;3;3;3;3;3;1;2;1
1833;PR2641;1242;20181109;2;1;5;2;3;3;3;1;1
1834;PR2642;449;20181110;5;2;3;2;2;2;3;1;1
1835;PR2643;341;20181111;5;1;2;2;1;1;1;3;1
1836;PR2644;1412;20181111;5;2;5;5;1;1;1;1;1
1837;PR2645;242;20181111;5;2;5;1;1;1;1;0;1
1838;PR2646;1443;20181112;3;3;2;3;2;3;2;0;1
1839;PR2647;933;20181113;5;5;1;3;2;2;2;0;1
1840;PR2648;853;20181114;5;5;2;5;1;2;3;1;1
1841;PR2649;382;20181115;2;2;1;2;3;3;2;3;1
1842;PR265;1347;20140326;5;2;3;2;2;3;1;0;1
1843;PR2650;1116;20181117;2;5;2;2;2;3;3;0;1
1844;PR2651;999;20181117;3;2;1;1;1;1;1;2;1
1845;PR2652;1453;20181117;5;1;2;5;3;3;1;0;1
1846;PR2653;1107;20181118;5;2;3;1;2;3;2;0;1
1847;PR2654;438;20181118;2;1;2;2;1;1;3;1;1
1848;PR2655;718;20181118;3;1;5;5;1;2;2;0;1
1849;PR2656;7;20181119;5;5;2;3;1;1;3;1;1
1850;PR2657;748;20181119;5;3;5;2;2;3;2;0;1
1851;PR2658;54;20181120;5;5;5;5;1;1;1;2;1
1852;PR2659;730;20181121;3;2;3;3;2;3;3;0;1
1853;PR266;563;20140328;5;5;1;3;3;3;3;0;1
1854;PR2660;830;20181121;3;3;2;2;3;3;1;2;1
1855;PR2661;1103;20181122;2;3;1;2;1;1;2;0;1
1856;PR2662;145;20181123;2;1;1;3;1;2;2;1;1
1857;PR2663;1104;20181124;3;2;1;1;3;3;2;2;1
1858;PR2664;1321;20181124;5;5;5;3;1;2;2;1;1
1859;PR2665;526;20181125;2;3;3;2;1;1;3;3;1
1860;PR2666;623;20181125;2;5;1;2;2;3;1;2;1
1861;PR2667;1426;20181125;3;1;2;3;1;2;3;0;1
1862;PR2668;314;20181126;5;3;3;5;1;2;2;1;1
1863;PR2669;116;20181127;3;3;5;5;3;4;1;1;1
1864;PR267;403;20140328;2;5;5;1;1;1;1;2;1
1865;PR2670;413;20181128;5;3;5;5;3;4;1;2;1
1866;PR2671;253;20181128;5;2;5;5;1;1;3;2;1
1867;PR2672;1124;20181129;2;2;5;3;1;2;3;0;1
1868;PR2673;1015;20181129;5;5;1;5;1;1;1;1;1
1869;PR2674;238;20181130;5;1;5;2;2;3;2;1;1
1870;PR2675;900;20181201;5;2;2;1;1;1;2;0;1
1871;PR2676;1394;20181201;3;2;1;3;3;3;1;0;1
1872;PR2677;408;20181202;2;1;3;2;2;3;2;0;1
1873;PR2678;1076;20181203;3;2;5;2;1;2;3;2;1
1874;PR2679;1277;20181203;5;3;1;2;3;4;1;2;1
1875;PR268;6;20140330;2;5;1;1;2;2;3;3;1
1876;PR2680;334;20181205;5;1;2;5;2;2;2;0;1
1877;PR2681;948;20181205;3;1;1;3;1;2;1;3;1
1878;PR2682;1293;20181205;3;5;2;3;3;3;1;0;1
1879;PR2683;1206;20181205;2;1;5;1;1;1;2;1;1
1880;PR2684;418;20181205;2;3;2;1;3;3;2;3;1
1881;PR2685;1346;20181206;5;5;2;5;1;1;1;1;1
1882;PR2686;1133;20181207;3;1;2;2;2;3;2;3;1
1883;PR2687;161;20181207;5;5;3;5;2;2;3;1;1
1884;PR2688;511;20181208;3;2;1;3;2;3;1;2;1
1885;PR2689;1057;20181208;5;3;5;3;3;3;2;0;1
1886;PR269;18;20140331;5;3;3;2;1;1;1;1;1
1887;PR2690;582;20181209;3;3;1;1;2;3;2;1;1
1888;PR2691;504;20181209;3;3;2;3;2;3;1;1;1
1889;PR2692;1184;20181211;3;1;3;3;1;2;1;0;1
1890;PR2693;468;20181212;5;3;2;3;2;3;2;0;1
1891;PR2694;1331;20181213;3;2;2;3;1;1;2;2;1
1892;PR2695;1325;20181213;3;2;3;5;2;2;3;1;1
1893;PR2696;316;20181213;3;2;1;1;2;2;2;1;1
1894;PR2697;58;20181215;5;2;3;2;2;3;2;3;1
1895;PR2698;1324;20181216;5;1;1;5;2;2;2;0;1
1896;PR2699;1291;20181217;3;2;5;1;1;1;2;3;1
1897;PR27;1213;20130123;5;3;2;1;2;3;1;2;1
1898;PR270;939;20140331;2;1;1;1;3;3;3;0;1
1899;PR2700;879;20181218;3;5;1;3;2;2;3;1;1
1900;PR2701;801;20181218;5;2;2;1;2;2;3;2;1
1901;PR2702;991;20181219;2;1;5;2;3;4;3;2;1
1902;PR2703;1272;20181219;5;2;2;5;3;3;2;0;1
1903;PR2704;78;20181220;5;5;5;2;2;3;1;0;1
1904;PR2705;533;20181220;5;5;5;5;2;3;3;0;1
1905;PR2706;128;20181220;5;2;1;1;2;3;1;3;1
1906;PR2707;102;20181221;5;2;2;5;2;3;3;3;1
1907;PR2708;916;20181222;2;2;2;5;1;2;1;0;1
1908;PR2709;1432;20181222;5;1;5;1;1;2;3;2;1
1909;PR271;813;20140401;5;3;3;1;2;3;3;0;1
1910;PR2710;38;20181222;5;3;1;1;3;4;3;2;1
1911;PR2711;945;20181222;5;1;3;1;3;4;3;1;1
1912;PR2712;1329;20181224;2;3;3;2;3;3;1;0;1
1913;PR2713;579;20181224;3;3;1;2;1;2;1;0;1
1914;PR2714;1240;20181224;5;5;5;1;2;3;1;0;1
1915;PR2715;586;20181224;2;2;3;3;1;2;3;1;1
1916;PR2716;1029;20181224;5;5;3;1;2;3;2;3;1
1917;PR2717;634;20181225;3;1;5;3;3;3;3;2;1
1918;PR2718;950;20181225;2;3;2;3;1;2;1;2;1
1919;PR2719;431;20181226;2;5;3;3;1;2;2;0;1
1920;PR272;156;20140402;5;1;5;3;3;4;1;2;1
1921;PR2720;141;20181228;2;2;3;1;1;2;2;2;1
1922;PR2721;436;20181228;5;1;3;5;3;3;3;0;1
1923;PR2722;22;20181229;5;1;2;5;2;3;3;0;1
1924;PR2723;667;20181230;2;5;1;5;1;1;1;2;1
1925;PR2724;971;20181230;5;5;5;5;3;4;2;1;1
1926;PR2725;194;20181230;5;2;5;3;2;3;3;1;1
1927;PR2726;1316;20181230;3;2;5;5;2;3;1;3;1
1928;PR2727;356;20181231;2;3;3;5;1;2;1;1;1
1929;PR2728;695;20181231;2;5;3;2;2;2;2;0;1
1930;PR2729;696;20190101;3;1;5;2;1;1;3;0;1
1931;PR273;11;20140403;2;2;2;1;1;2;3;0;1
1932;PR2730;362;20190101;5;3;2;5;1;2;1;1;1
1933;PR2731;755;20190101;2;5;1;3;3;4;3;0;1
1934;PR2732;1040;20190102;3;3;3;2;3;3;3;0;1
1935;PR2733;1417;20190102;2;1;2;1;3;3;3;0;1
1936;PR2734;1112;20190102;5;1;2;1;1;2;1;3;1
1937;PR2735;1289;20190102;3;2;2;5;1;2;3;0;1
1938;PR2736;37;20190103;3;5;1;5;3;4;1;1;1
1939;PR2737;472;20190103;2;2;1;2;3;4;1;0;1
1940;PR2738;782;20190103;3;5;3;1;1;2;2;2;1
1941;PR2739;1094;20190104;2;1;5;5;1;2;2;1;1
1942;PR274;1045;20140404;5;2;1;2;3;4;2;1;1
1943;PR2740;122;20190105;5;2;3;3;2;2;1;1;1
1944;PR2741;1222;20190106;5;1;2;5;3;3;1;1;1
1945;PR2742;893;20190107;2;1;3;5;2;3;1;0;1
1946;PR2743;505;20190107;2;1;3;4;3;4;1;2;1
1947;PR2744;1106;20190108;2;3;3;1;2;2;3;3;1
1948;PR2745;694;20190108;1;3;3;1;3;3;2;0;1
1949;PR2746;33;20190109;2;2;3;1;2;3;1;1;1
1950;PR2747;1422;20190109;4;4;1;1;2;3;2;2;1
1951;PR2748;312;20190109;4;3;2;3;1;2;1;0;1
1952;PR2749;1191;20190109;4;4;3;2;3;3;2;0;1
1953;PR275;83;20140406;2;5;2;1;1;1;2;0;1
1954;PR2750;381;20190109;1;2;4;1;1;2;2;1;1
1955;PR2751;679;20190110;5;5;3;2;1;2;1;3;1
1956;PR2752;865;20190110;5;2;2;1;3;4;3;0;1
1957;PR2753;687;20190111;2;5;3;1;3;3;2;3;1
1958;PR2754;1355;20190111;3;3;5;5;2;3;3;0;1
1959;PR2755;1413;20190112;2;3;3;1;3;3;2;2;1
1960;PR2756;118;20190113;2;5;2;1;2;3;3;1;1
1961;PR2757;1187;20190113;2;1;1;3;3;3;1;3;1
1962;PR2758;1017;20190113;2;5;3;5;1;1;1;1;1
1963;PR2759;1468;20190114;5;5;5;5;2;2;3;1;1
1964;PR276;147;20140406;3;5;2;3;2;3;1;1;1
1965;PR2760;14;20190115;2;2;1;5;3;4;3;1;1
1966;PR2761;232;20190115;2;3;5;5;3;3;3;2;1
1967;PR2762;1158;20190115;2;1;3;2;1;1;1;1;1
1968;PR2763;1113;20190115;2;5;3;1;3;4;3;1;1
1969;PR2764;581;20190115;5;1;2;1;1;1;3;1;1
1970;PR2765;693;20190115;2;2;5;3;2;2;1;0;1
1971;PR2766;1028;20190116;5;1;1;5;3;3;1;2;1
1972;PR2767;641;20190116;3;5;1;5;3;4;2;0;1
1973;PR2768;290;20190117;2;5;2;2;1;2;1;0;1
1974;PR2769;787;20190117;3;3;5;1;1;1;2;3;1
1975;PR277;322;20140406;3;2;1;5;1;2;1;1;1
1976;PR2770;798;20190117;3;5;1;5;1;2;1;0;1
1977;PR2771;792;20190117;2;1;1;1;3;3;3;0;1
1978;PR2772;652;20190118;5;5;3;1;3;4;2;2;1
1979;PR2773;1357;20190118;3;3;1;3;2;3;2;0;1
1980;PR2774;1249;20190118;2;1;2;3;2;3;2;2;1
1981;PR2775;626;20190118;2;3;3;3;3;4;1;1;1
1982;PR2776;553;20190119;3;2;1;1;1;2;3;3;1
1983;PR2777;204;20190119;2;5;3;5;3;4;2;3;1
1984;PR2778;1207;20190119;2;5;3;5;2;2;2;0;1
1985;PR2779;30;20190120;2;3;3;1;1;1;1;1;1
1986;PR278;44;20140407;5;1;5;3;3;4;3;0;1
1987;PR2780;1102;20190120;3;5;5;5;3;4;1;3;1
1988;PR2781;385;20190121;2;2;3;3;2;3;3;1;1
1989;PR2782;724;20190121;3;3;5;3;1;2;2;0;1
1990;PR2783;1436;20190121;3;5;1;3;1;2;1;2;1
1991;PR2784;1213;20190122;5;3;5;1;1;1;3;3;1
1992;PR2785;880;20190122;5;2;3;3;3;4;3;1;1
1993;PR2786;788;20190123;2;3;2;2;1;1;3;1;1
1994;PR2787;191;20190123;2;5;5;3;3;4;2;1;1
1995;PR2788;386;20190124;5;5;1;5;3;3;2;1;1
1996;PR2789;959;20190124;3;1;3;5;3;4;1;0;1
1997;PR279;274;20140407;3;1;1;1;2;3;2;3;1
1998;PR2790;1031;20190125;5;3;3;1;2;3;2;3;1
1999;PR2791;565;20190126;5;5;3;1;1;1;3;0;1
2000;PR2792;1457;20190126;5;2;1;5;3;3;1;0;1
2001;PR2793;571;20190126;5;5;3;2;3;4;3;0;1
2002;PR2794;1033;20190126;2;3;3;1;2;2;2;2;1
2003;PR2795;515;20190128;3;1;2;3;2;3;2;3;1
2004;PR2796;1319;20190128;2;3;5;3;2;3;1;0;1
2005;PR2797;1014;20190128;2;5;2;2;2;2;3;1;1
2006;PR2798;862;20190129;3;2;1;5;3;4;3;0;1
2007;PR2799;24;20190129;1;1;3;1;3;4;3;1;1
2008;PR28;788;20130124;3;1;2;1;3;3;3;0;1
2009;PR280;843;20140409;5;1;2;1;2;2;1;0;1
2010;PR2800;216;20190129;2;2;1;2;3;4;1;0;1
2011;PR2801;658;20190130;4;1;3;2;2;3;1;2;1
2012;PR2802;1379;20190130;4;4;2;2;1;1;1;1;1
2013;PR2803;264;20190130;2;2;2;2;2;2;1;2;1
2014;PR2804;443;20190130;2;4;2;2;3;4;3;0;1
2015;PR2805;108;20190131;1;4;4;4;1;2;1;2;1
2016;PR2806;1372;20190131;3;2;3;3;1;2;1;2;1
2017;PR2807;1032;20190201;3;1;3;1;1;1;3;0;1
2018;PR2808;1297;20190201;3;2;3;3;2;3;3;3;1
2019;PR2809;797;20190202;2;5;1;3;2;2;1;0;1
2020;PR281;998;20140410;2;3;5;3;2;3;2;3;1
2021;PR2810;1237;20190202;2;5;5;3;2;3;1;1;1
2022;PR2811;186;20190202;2;5;2;5;1;1;3;2;1
2023;PR2812;848;20190202;5;5;3;2;2;3;3;3;1
2024;PR2813;1003;20190202;3;5;3;5;1;1;3;2;1
2025;PR2814;575;20190203;2;1;3;2;1;1;3;3;1
2026;PR2815;503;20190203;5;5;5;2;3;4;2;0;1
2027;PR2816;807;20190204;2;3;2;2;2;3;1;1;1
2028;PR2817;1400;20190204;2;2;3;1;2;2;1;1;1
2029;PR2818;975;20190204;3;5;1;5;2;2;1;0;1
2030;PR2819;1243;20190204;5;3;2;1;1;2;1;2;1
2031;PR282;467;20140410;5;2;3;5;1;1;1;0;1
2032;PR2820;1055;20190204;5;3;3;5;2;3;1;1;1
2033;PR2821;1105;20190204;3;2;3;1;2;2;2;0;1
2034;PR2822;1006;20190204;2;1;5;2;2;2;2;1;1
2035;PR2823;136;20190205;3;1;1;3;2;2;2;2;1
2036;PR2824;476;20190205;2;5;3;5;3;4;2;2;1
2037;PR2825;1225;20190205;2;5;2;3;1;1;2;2;1
2038;PR2826;132;20190206;3;2;2;2;3;3;3;2;1
2039;PR2827;1388;20190206;5;5;5;5;3;4;2;2;1
2040;PR2828;1146;20190208;2;1;5;1;2;2;2;1;1
2041;PR2829;1374;20190208;5;5;2;2;1;2;3;2;1
2042;PR283;711;20140411;2;1;3;3;1;2;2;2;1
2043;PR2830;1288;20190208;3;1;5;3;1;1;2;1;1
2044;PR2831;1059;20190208;3;5;2;2;2;3;2;1;1
2045;PR2832;891;20190209;3;1;2;1;3;4;2;0;1
2046;PR2833;81;20190210;3;3;1;1;2;2;1;0;1
2047;PR2834;1025;20190210;2;2;2;2;3;3;3;2;1
2048;PR2835;501;20190210;5;1;1;2;2;2;2;3;1
2049;PR2836;1264;20190211;3;3;3;3;1;1;2;2;1
2050;PR2837;806;20190211;3;5;2;3;3;4;1;3;1
2051;PR2838;227;20190212;2;5;3;2;2;2;1;1;1
2052;PR2839;754;20190212;2;5;5;2;2;2;1;3;1
2053;PR284;137;20140412;3;1;3;2;1;2;2;2;1
2054;PR2840;1013;20190212;5;1;2;1;2;3;2;2;1
2055;PR2841;572;20190213;5;1;3;2;2;3;1;2;1
2056;PR2842;79;20190213;2;5;3;5;3;4;3;1;1
2057;PR2843;310;20190213;5;3;3;3;1;2;3;2;1
2058;PR2844;85;20190214;2;5;1;1;1;2;1;0;1
2059;PR2845;482;20190214;3;2;2;2;2;3;3;0;1
2060;PR2846;514;20190215;5;2;1;2;1;2;1;2;1
2061;PR2847;104;20190215;2;5;3;5;1;1;3;0;1
2062;PR2848;857;20190215;3;5;1;5;1;1;3;2;1
2063;PR2849;288;20190216;5;5;5;3;2;2;1;1;1
2064;PR285;157;20140412;3;2;3;1;2;3;3;1;1
2065;PR2850;454;20190217;2;2;3;5;3;4;3;2;1
2066;PR2851;1056;20190217;2;3;5;5;3;3;1;0;1
2067;PR2852;1203;20190217;2;1;1;2;3;4;3;3;1
2068;PR2853;1378;20190217;5;1;3;3;3;3;1;1;1
2069;PR2854;329;20190218;2;5;5;5;3;3;3;2;1
2070;PR2855;200;20190220;2;2;1;2;2;2;3;0;1
2071;PR2856;812;20190220;3;5;1;1;1;2;3;0;1
2072;PR2857;1026;20190220;2;3;5;2;2;3;3;1;1
