refund_id,order_id,refund_reason,refund_type,refund_amount,refund_method,refund_status,initiated_at,processed_at
RF0000552,O0012297,restaurant_issue,partial,423.98,upi,processed,2024-02-17 01:52:43,2024-02-18 01:52:43
RF0000553,O0012306,user_cancel,full,732.0,card,processed,2025-06-07 10:38:53,2025-06-12 10:38:53
RF0000554,O0012312,user_cancel ,partial,117.08,upi,processed,2023-11-24 06:16:23,2023-11-25 06:16:23
RF0000555,O0012325,delay,partial,1523.76,,pending,2024-03-21 23:07:47,2024-03-25 23:07:47
RF0000556,O0012326,restaurant_issue,partial,307.05,card,processed,2025-05-27 01:23:43,2025-05-31 01:23:43
RF0000557,O0012354,restaurant_issue,partial,288.75,upi,processed,2024-09-01 10:14:38,2024-09-02 10:14:38
RF0000558,O0012355,restaurant_issue,partial,460.93,wallet!!!,processed,2025-04-24 05:56:09,2025-04-26 05:56:09
RF0000559,O0012372,user_cancel,partial,590.01,card,processed,2025-12-20 00:26:33,2025-12-24 00:26:33
RF0000560,O0012395,restaurant_issue,partial,917.56,card,processed,2025-12-21 20:19:36,2025-12-26 20:19:36
RF0000561,O0012410,user_cancel,partial,1160.18,card,processed,2024-05-19 10:21:37,2024-05-22 10:21:37
RF0000562,O0012424,user_cancel,partial,525.89,cash,processed,2024-12-03 11:21:47,2024-12-04 11:21:47
RF0000563,O0012436,restaurant_issue,partial,999.85,upi,failed,2024-01-09 20:56:41,2024-01-11 20:56:41
RF0000564,O0012454,delay,partial,506.92,card,failed,2025-03-07 13:41:24,2025-03-10 13:41:24
RF0000565,O0012492,user_cancel,partial,169.9,wallet,processed,2025-03-14 00:51:04,2025-03-17 00:51:04
RF0000566,O0012508,restaurant_issue,partial,472.1,,processed,2025-04-06 17:18:47,2025-04-08 17:18:47
RF0000567,O0012509,user_cancel,partial,307.13,card,processed,2024-07-28 22:56:59,2024-07-30 22:56:59
RF0000568,O0012555,restaurant_issue,full,735.0,card,processed,2023-03-27 07:01:10,2023-03-29 07:01:10
RF0000569,O0012610,user_cancel,full,1080.0,card,processed,2025-04-15 03:30:41,2025-04-19 03:30:41
RF0000570,O0012623,restaurant_issue,partial,259.17,cash,processed,2023-02-03 20:48:46,2023-02-05 20:48:46
RF0000571,O0012625,delay,partial,422.97,upi,failed,2025-03-21 20:34:45,2025-03-24 20:34:45
RF0000572,O0012628,restaurant_issue,partial,1033.42,upi,processed,2025-07-10 14:30:35,2025-07-12 14:30:35
RF0000573,O0012670,user_cancel,full,729.0,cash!!!,processed,2025-10-23 02:00:30,2025-10-24 02:00:30
RF0000574,O0012698,restaurant_issue,partial,490.0,card,processed,2025-06-13 12:43:32,2025-06-15 12:43:32
RF0000575,O0012709,restaurant_issue,partial,194.24,wallet,processed,2024-07-05 07:40:01,2024-07-07 07:40:01
RF0000576,O0012731,restaurant_issue,full,950.0,upi,processed,2025-06-03 11:41:20,2025-06-06 11:41:20
RF0000577,O0012750,restaurant_issue,partial###,185.98,cash,processed,2024-04-24 03:17:23,2024-04-29 03:17:23
RF0000578,O0012753,restaurant_issue,partial,366.57,cash,processed,2025-06-26 12:15:36,2025-06-27 12:15:36
RF0000579,O0012755,delay,full,-1.0,cash,pending,2025-03-12 03:40:48,2025-03-13 03:40:48
RF0000580,O0012765,user_cancel,partial,1337.83,wallet,processed,2023-03-19 18:45:10,2023-03-20 18:45:10
RF0000581,O0012841,delay,partial,664.05,card,processed,2023-07-24 16:38:19,2023-07-29 16:38:19
RF0000582,O0012892,delay,partial,775.06,wallet,processed,2024-02-24 03:11:33,2024-02-28 03:11:33
RF0000583,O0012906,user_cancel,partial###,472.31,wallet,processed,2024-05-24 14:41:28,2024-05-26 14:41:28
RF0000584,O0012959,restaurant_issue,partial,624.4,wallet,processed,2024-04-07 23:54:37,2024-04-08 23:54:37
RF0000585,O0012972,restaurant_issue,partial,378.65,wallet,processed,2025-09-04 05:27:57,2025-09-06 05:27:57
RF0000586,O0012985,restaurant_issue,full,1032.0,card,processed,2023-12-26 13:17:06,2023-12-29 13:17:06
RF0000587,O0012992,delay,partial,162.37,upi,processed,2025-01-28 04:18:42,2025-02-02 04:18:42
RF0000588,O0012997,user_cancel,partial,388.26,wallet,processed,2024-08-21 02:01:47,2024-08-22 02:01:47
RF0000589,O0012999,restaurant_issue,full,234.0,upi,processed,2024-11-19 23:57:40,2024-11-21 23:57:40
RF0000590,O0013002,user_cancel,partial,501.42,card,processed,2021-06-20 20:21:08,2021-06-21 20:21:08
RF0000591,O0013059,delay,full,1819.0,upi,pending,2025-06-11 04:56:21,2025-06-13 04:56:21
RF0000592,O0013086,restaurant_issue ,full,440.0,upi,processed!!!,2025-02-11 10:01:55,2025-02-14 10:01:55
RF0000593,O0013093,restaurant_issue,partial,354.13,card,processed,2025-09-28 04:43:20,2025-09-29 04:43:20
RF0000594,O0013100,user_cancel,full,229.0,wallet,processed,2022-04-21 07:28:26,2022-04-26 07:28:26
RF0000595,O0013138,delay,partial,147.78,wallet,failed,2025-09-17 05:26:31,2025-09-21 05:26:31
RF0000596,O0013178,delay,full,1316.0,upi,processed,,2025-07-17 21:19:51
RF0000597,O0013181,delay,partial,961.78,upi,failed,2024-10-25 11:56:56,2024-10-29 11:56:56
RF0000598,O0013204,restaurant_issue,full,239.0,cash!!!,failed,2025-08-27 05:18:08,2025-08-29 05:18:08
RF0000599,O0013248,user_cancel,partial,453.61,upi,pending,2022-08-14 19:41:06,2022-08-19 19:41:06
RF0000600,O0013255,delay,partial,221.52,card,processed,2025-02-20 03:26:27,2025-02-22 03:26:27
RF0000601,O0013265,user_cancel,partial,233.61,cash,processed,2024-07-16 03:14:38,2024-07-17 03:14:38
RF0000602,O0013294,delay,full,976.0,,processed,2023-01-18 12:34:26,2023-01-21 12:34:26
RF0000603,O0013305,user_cancel,partial,480.03,cash,processed,2025-09-04 15:52:49,2025-09-08 15:52:49
RF0000604,O0013317,user_cancel,partial,253.5,cash,pending,2023-08-23 01:52:41,2023-08-28 01:52:41
RF0000605,O0013372,delay,partial,142.16,upi,pending,2025-11-24 07:42:50,2025-11-29 07:42:50
RF0000606,O0013420,delay,partial,839.91,,processed,2024-07-18 12:36:17,2024-07-22 12:36:17
RF0000607,O0013423,delay,partial,259.91,wallet,processed,2023-07-08 04:29:48,2023-07-13 04:29:48
RF0000608,O0013458,user_cancel,partial,951.99,wallet,processed,2023-03-07 17:27:53,2023-03-11 17:27:53
RF0000609,O0013462,restaurant_issue,full,421.0,wallet,processed,2024-07-16 15:06:02,2024-07-19 15:06:02
RF0000610,O0013471,user_cancel ,full,307.0,cash,processed,2024-11-05 01:11:17,2024-11-06 01:11:17
RF0000611,O0013491,delay,partial,424.92,wallet,pending,2022-11-30 10:56:01,2022-12-05 10:56:01
RF0000612,O0013494,user_cancel,partial,1113.15,cash,processed,2023-10-20 19:52:32,2023-10-22 19:52:32
RF0000613,O0013548,restaurant_issue,partial,343.13,cash,processed,2025-02-09 18:11:00,2025-02-13 18:11:00
RF0000614,O0013558,user_cancel,partial,1574.19,card,processed,2024-04-07 16:17:19,2024-04-12 16:17:19
RF0000615,O0013565,delay,partial,1578.43,card,pending,2024-07-08 09:49:39,2024-07-12 09:49:39
RF0000616,O0013595,user_cancel,partial,316.44,card,processed,2024-02-17 11:46:31,2024-02-18 11:46:31
RF0000617,O0013596,user_cancel,partial,384.74,wallet,processed,2024-08-06 06:30:35,2024-08-10 06:30:35
RF0000618,O0013602,delay,partial,116.07,card,processed,2024-12-23 21:18:44,2024-12-26 21:18:44
RF0000619,O0013623,delay ,partial,322.94,wallet,processed,2024-04-19 15:12:24,2024-04-23 15:12:24
RF0000620,O0013646,user_cancel,partial,958.05,wallet,processed,2024-11-25 15:13:32,2024-11-29 15:13:32
RF0000621,O0013657,user_cancel,partial,539.91,card,processed,2023-02-24 14:46:39,2023-02-27 14:46:39
RF0000622,O0013666,restaurant_issue,partial,497.48,upi,processed,2024-03-26 21:32:38,2024-03-31 21:32:38
RF0000623,O0013690,user_cancel,partial,653.14,upi,processed,2025-05-30 10:49:37,2025-05-31 10:49:37
RF0000624,O0013713,user_cancel,partial,1188.41,cash,processed,,2025-06-23 08:56:42
RF0000625,O0013719,delay,full,1122.0,upi,processed,2024-09-16 21:30:14,2024-09-20 21:30:14
RF0000626,O0013722,user_cancel ,partial,357.32,upi,processed,2025-08-10 00:11:30,2025-08-11 00:11:30
RF0000627,O0013727,delay,partial,1223.12,card,processed,,2024-04-14 01:53:24
RF0000628,O0013736,restaurant_issue,full,-1.0,cash,processed,2025-12-27 03:57:05,2025-12-31 03:57:05
RF0000629,O0013750,user_cancel,partial,1347.12,card,processed,2025-03-02 02:37:49,2025-03-07 02:37:49
RF0000630,O0013792,restaurant_issue,full,816.0,upi,processed,2024-12-14 09:04:24,2024-12-16 09:04:24
RF0000631,O0013805,restaurant_issue,full,512.0,cash,processed,2025-04-26 21:32:29,2025-04-30 21:32:29
RF0000632,O0013837,user_cancel,full,1710.0,wallet,processed,2022-08-15 09:45:48,2022-08-17 09:45:48
RF0000633,O0013841,delay,full,940.0,cash,processed,2024-03-15 20:51:11,2024-03-17 20:51:11
RF0000634,O0013845,delay,partial,1010.22,cash,processed!!!,2025-02-07 19:46:23,2025-02-12 19:46:23
RF0000635,O0013896,restaurant_issue,partial,238.6,card,failed,2024-07-03 22:54:11,2024-07-06 22:54:11
RF0000636,O0013934,user_cancel,partial,543.43,cash,processed,2025-07-16 11:06:19,2025-07-17 11:06:19
RF0000637,O0013963,restaurant_issue,partial,629.53,wallet,processed,2023-08-23 03:29:27,2023-08-26 03:29:27
RF0000638,O0013981,restaurant_issue,partial,693.09,cash,processed,2023-11-04 10:06:57,2023-11-07 10:06:57
RF0000639,O0014001,delay,full,407.0,cash,processed,2024-04-03 06:32:18,2024-04-05 06:32:18
RF0000640,O0014007,restaurant_issue,partial,104.97,cash,processed,2025-09-24 19:58:59,2025-09-26 19:58:59
RF0000641,O0014016,user_cancel,partial,774.92,upi!!!,pending,2025-08-07 18:09:40,2025-08-08 18:09:40
RF0000642,O0014035,restaurant_issue,full,-1.0,cash,processed,2024-10-20 10:56:47,2024-10-24 10:56:47
RF0000643,O0014041,restaurant_issue,partial,398.03,cash,processed,2023-02-17 01:16:50,2023-02-22 01:16:50
RF0000644,O0014070,user_cancel,partial,941.68,cash,processed,2024-06-11 19:49:04,2024-06-14 19:49:04
RF0000645,O0014080,delay,partial,600.67,wallet,processed,2025-08-18 04:39:53,2025-08-21 04:39:53
RF0000646,O0014122,user_cancel,partial###,1004.76,cash,processed,2023-06-27 23:37:17,2023-07-01 23:37:17
RF0000647,O0014133,delay,partial,163.24,card,processed,2024-12-11 11:24:14,2024-12-12 11:24:14
RF0000648,O0014137,restaurant_issue ,full,555.0,upi,processed,2024-11-13 06:31:50,2024-11-16 06:31:50
RF0000649,O0014149,delay,full,577.0,upi,pending,,2025-07-17 04:01:35
RF0000650,O0014161,delay,full,1697.0,cash,processed,2025-04-28 14:02:20,2025-04-30 14:02:20
RF0000651,O0014185,delay,partial,630.9,cash,processed,2023-08-07 10:59:44,2023-08-12 10:59:44
RF0000652,O0014218,user_cancel,full,1258.0,upi,processed,2025-12-13 16:03:32,2025-12-17 16:03:32
RF0000653,O0014246,delay ,partial,727.61,upi,processed,,2025-09-09 11:29:00
RF0000654,O0014272,restaurant_issue,partial,139.18,wallet,processed,2025-08-05 18:44:51,2025-08-07 18:44:51
RF0000655,O0014310,user_cancel,full,470.0,cash,processed,2025-04-12 09:19:06,2025-04-14 09:19:06
RF0000656,O0014345,delay,partial,880.88,cash,processed,2023-12-16 22:57:48,2023-12-17 22:57:48
RF0000657,O0014356,delay,partial,392.9,cash!!!,processed,2022-07-25 01:52:27,2022-07-29 01:52:27
RF0000658,O0014359,restaurant_issue,partial,96.34,upi!!!,processed,2023-03-15 11:01:51,2023-03-18 11:01:51
RF0000659,O0014409,restaurant_issue,full,284.0,card,processed,,2025-04-02 13:40:11
RF0000660,O0014431,delay,partial,315.81,upi,processed,2025-01-30 14:21:19,2025-02-02 14:21:19
RF0000661,O0014448,user_cancel,partial,1441.77,card,processed,2024-08-14 22:15:46,2024-08-18 22:15:46
RF0000662,O0014505,delay,partial,702.53,upi,processed,2025-01-21 22:59:01,2025-01-26 22:59:01
RF0000663,O0014511,user_cancel,full,1717.0,upi,processed,2025-08-22 14:42:13,2025-08-27 14:42:13
RF0000664,O0014541,user_cancel,partial,737.74,cash,processed,2025-04-27 11:31:06,2025-04-28 11:31:06
RF0000665,O0014547,user_cancel,partial,1176.35,wallet,pending,2025-08-03 12:04:07,2025-08-05 12:04:07
RF0000666,O0014564,delay,partial,478.45,None!!!,processed,2025-08-08 15:06:46,2025-08-12 15:06:46
RF0000667,O0014591,delay,partial,143.62,cash,processed,2025-09-29 14:26:44,2025-10-03 14:26:44
RF0000668,O0014598,delay,partial,236.66,card,processed,2022-09-24 04:41:39,2022-09-26 04:41:39
RF0000669,O0014602,restaurant_issue,full,433.0,upi,processed,2024-07-20 12:41:30,2024-07-23 12:41:30
RF0000670,O0014616,user_cancel,partial,336.15,cash,processed,2024-07-18 23:58:28,2024-07-22 23:58:28
RF0000671,O0014657,user_cancel,full,-1.0,wallet,processed,2024-12-22 05:56:42,2024-12-27 05:56:42
RF0000672,O0014667,delay,partial,928.32,card,processed,2024-01-14 01:04:23,2024-01-17 01:04:23
RF0000673,O0014712,delay,full,1336.0,upi,processed!!!,2024-06-23 20:07:52,2024-06-24 20:07:52
RF0000674,O0014758,user_cancel,partial,162.14,cash,processed,2024-11-29 00:34:33,2024-12-04 00:34:33
RF0000675,O0014831,user_cancel,partial,524.36,wallet,failed,2025-05-23 22:00:03,2025-05-25 22:00:03
RF0000676,O0014836,user_cancel,partial,98.83,upi,processed,2025-03-05 17:54:52,2025-03-07 17:54:52
RF0000677,O0014859,user_cancel,partial,578.33,cash,processed,2025-11-28 12:26:08,2025-12-02 12:26:08
RF0000678,O0014868,user_cancel,partial,1159.54,card,pending,2022-03-18 12:20:39,2022-03-21 12:20:39
RF0000679,O0014906,user_cancel,full,1834.0,wallet,failed!!!,2025-12-09 01:51:15,2025-12-13 01:51:15
RF0000680,O0014908,delay,full,779.0,card,processed,2024-07-02 09:59:32,2024-07-05 09:59:32
RF0000681,O0014910,restaurant_issue,partial,240.68,,processed,2025-01-24 01:06:03,2025-01-25 01:06:03
RF0000682,O0014935,restaurant_issue,partial,613.36,wallet,processed,2023-07-29 23:08:25,2023-07-30 23:08:25
RF0000683,O0014947,restaurant_issue,partial,421.13,wallet,processed,2025-05-08 13:27:16,2025-05-12 13:27:16
RF0000684,O0014956,user_cancel,partial,187.54,wallet,processed,2024-10-06 06:33:28,2024-10-10 06:33:28
RF0000685,O0014980,restaurant_issue,full,339.0,wallet,processed,2024-04-23 21:58:08,2024-04-25 21:58:08
RF0000686,O0015003,user_cancel,partial,435.55,upi!!!,processed,,2021-02-02 08:50:26
RF0000687,O0015008,delay,full,999.0,wallet,processed,2025-03-13 22:54:07,2025-03-14 22:54:07
RF0000688,O0015009,restaurant_issue,full,1972.0,upi,processed!!!,2024-02-26 20:01:41,2024-02-27 20:01:41
RF0000689,O0015036,restaurant_issue,partial,544.62,wallet,processed,2025-10-19 14:13:13,2025-10-24 14:13:13
RF0000690,O0015062,restaurant_issue,full,1000.0,upi,processed,2025-11-13 05:06:56,2025-11-14 05:06:56
RF0000691,O0015082,user_cancel,partial,812.51,cash,processed!!!,2025-01-05 00:01:10,2025-01-06 00:01:10
RF0000692,O0015096,user_cancel ,full,1348.0,wallet,processed!!!,2025-12-10 18:23:10,2025-12-11 18:23:10
RF0000693,O0015121,restaurant_issue,partial,767.97,card,processed,2022-11-04 02:25:13,2022-11-05 02:25:13
RF0000694,O0015145,delay,partial,580.87,card,processed,2025-05-29 20:39:25,2025-06-03 20:39:25
RF0000695,O0015148,user_cancel,full,555.0,card,processed,2025-11-06 03:49:10,2025-11-10 03:49:10
RF0000696,O0015164,user_cancel,partial,174.07,card,processed,2023-06-22 16:02:47,2023-06-24 16:02:47
RF0000697,O0015201,delay,partial,436.6,card,processed,2025-10-14 11:24:42,2025-10-18 11:24:42
RF0000698,O0015232,restaurant_issue,partial,1140.75,wallet,processed,2024-05-03 10:37:32,2024-05-06 10:37:32
RF0000699,O0015261,restaurant_issue,partial,915.28,wallet,processed,2024-10-19 14:01:39,2024-10-21 14:01:39
RF0000700,O0015316,user_cancel,partial,518.62,upi,processed,2024-02-21 15:06:26,2024-02-24 15:06:26
RF0000701,O0015322,user_cancel,partial,137.85,upi,processed,2024-07-07 12:14:15,2024-07-10 12:14:15
RF0000702,O0015334,user_cancel,partial,427.41,upi,processed,2024-10-17 21:04:27,2024-10-18 21:04:27
RF0000703,O0015358,user_cancel,partial,224.96,wallet,processed,2022-11-03 09:59:19,2022-11-08 09:59:19
RF0000704,O0015373,delay,partial,1471.6,cash,processed,2024-12-06 23:42:03,2024-12-07 23:42:03
RF0000705,O0015413,restaurant_issue,partial,-1.0,cash,pending,2024-05-17 23:00:38,2024-05-21 23:00:38
RF0000706,O0015430,delay,partial,218.06,cash,processed,2024-12-23 21:57:54,2024-12-26 21:57:54
RF0000707,O0015437,restaurant_issue,partial,612.37,upi,pending,2023-09-03 05:08:21,2023-09-08 05:08:21
RF0000708,O0015453,restaurant_issue,partial,538.04,wallet,processed,2024-08-03 18:59:50,2024-08-06 18:59:50
RF0000709,O0015458,restaurant_issue,partial,603.48,cash,processed,2023-12-10 16:46:48,2023-12-14 16:46:48
RF0000710,O0015459,restaurant_issue,partial,308.28,upi,processed,2025-05-03 08:02:29,2025-05-07 08:02:29
RF0000711,O0015492,user_cancel,partial,108.77,cash,processed,2025-07-25 23:34:01,2025-07-28 23:34:01
RF0000712,O0015498,user_cancel,partial,317.45,wallet,processed,2022-12-05 03:17:53,2022-12-06 03:17:53
RF0000713,O0015565,delay,partial,670.0,upi,processed,2025-01-30 01:53:07,2025-02-03 01:53:07
RF0000714,O0015584,user_cancel,partial,343.22,upi,failed,2025-08-06 18:58:05,2025-08-08 18:58:05
RF0000715,O0015657,user_cancel,partial,240.93,card,processed,2021-07-16 22:57:00,2021-07-20 22:57:00
RF0000716,O0015663,delay,partial,538.02,cash,processed,2024-12-18 00:56:48,2024-12-20 00:56:48
RF0000717,O0015672,user_cancel,full,362.0,cash,processed,2025-12-09 11:31:07,2025-12-13 11:31:07
RF0000718,O0015711,delay,partial,879.97,upi,processed,2024-04-25 19:09:46,2024-04-30 19:09:46
RF0000719,O0015712,user_cancel,partial,37.41,card,failed,2025-06-26 04:24:34,2025-06-27 04:24:34
RF0000720,O0015715,restaurant_issue,partial,1407.87,cash,processed,2023-01-07 16:05:35,2023-01-12 16:05:35
RF0000721,O0015751,user_cancel ,full,950.0,card,processed,2021-10-20 09:10:12,2021-10-24 09:10:12
RF0000722,O0015772,delay,partial,265.87,card,processed,2022-04-23 07:39:36,2022-04-25 07:39:36
RF0000723,O0015775,restaurant_issue,partial,478.75,,pending,2023-04-27 15:58:25,2023-04-30 15:58:25
RF0000724,O0015781,user_cancel,partial,104.46,cash,processed,2025-12-03 14:56:29,2025-12-06 14:56:29
RF0000725,O0015792,user_cancel,partial,523.81,card,pending,2025-02-25 02:22:23,2025-02-27 02:22:23
RF0000726,O0015798,restaurant_issue,partial,1181.42,card,processed,2025-02-07 00:59:31,2025-02-11 00:59:31
RF0000727,O0015804,delay,full,1370.0,cash,processed,2022-07-08 18:27:36,2022-07-13 18:27:36
RF0000728,O0015808,delay,partial,495.04,card,processed,2024-09-24 20:13:11,2024-09-26 20:13:11
RF0000729,O0015810,restaurant_issue ,partial,273.17,wallet,processed,2025-12-06 13:18:13,2025-12-08 13:18:13
RF0000730,O0015906,delay,partial###,622.3,upi,processed,2025-01-21 08:41:31,2025-01-23 08:41:31
RF0000731,O0015925,user_cancel,partial,391.87,wallet!!!,processed,2022-08-10 16:04:45,2022-08-11 16:04:45
RF0000732,O0015935,restaurant_issue,partial,748.57,cash,processed,2025-06-17 12:39:29,2025-06-18 12:39:29
RF0000733,O0015944,user_cancel,partial,699.46,card!!!,processed,2025-08-22 08:55:50,2025-08-26 08:55:50
RF0000734,O0015954,user_cancel,partial,660.98,,processed,2023-09-28 17:59:21,2023-09-30 17:59:21
RF0000735,O0015996,delay,full,844.0,cash,processed,2024-04-26 02:46:40,2024-04-28 02:46:40
RF0000736,O0016000,restaurant_issue,full,384.0,cash,processed,2024-08-13 07:26:19,2024-08-15 07:26:19
RF0000737,O0016014,restaurant_issue,full,822.0,wallet,failed,2023-08-03 02:19:17,2023-08-07 02:19:17
RF0000738,O0016023,restaurant_issue,full,310.0,upi,processed,2025-03-26 00:37:59,2025-03-31 00:37:59
RF0000739,O0016031,delay,partial,287.42,upi,processed,2024-11-27 11:23:09,2024-12-02 11:23:09
RF0000740,O0016038,user_cancel,partial,519.63,cash,processed!!!,2025-12-27 10:27:56,2025-12-29 10:27:56
RF0000741,O0016046,delay,partial,61.83,wallet,pending,2024-05-03 14:12:11,2024-05-06 14:12:11
RF0000742,O0016062,user_cancel,partial,304.38,cash,processed,2023-01-20 04:44:55,2023-01-21 04:44:55
RF0000743,O0016108,delay,full,-1.0,wallet,processed,2025-11-21 07:21:48,2025-11-23 07:21:48
RF0000744,O0016121,restaurant_issue,full,-1.0,upi,processed,2025-09-05 17:56:44,2025-09-07 17:56:44
RF0000745,O0016132,user_cancel,partial,884.45,cash,processed,2025-04-30 00:55:19,2025-05-05 00:55:19
RF0000746,O0016144,restaurant_issue,full,419.0,upi,processed,2023-06-10 02:30:22,2023-06-14 02:30:22
RF0000747,O0016162,user_cancel,partial,112.81,upi,processed,2024-08-05 23:32:11,2024-08-07 23:32:11
RF0000748,O0016178,user_cancel,partial,836.43,cash,processed,2023-02-13 20:03:17,2023-02-14 20:03:17
RF0000749,O0016210,restaurant_issue,partial,414.01,cash,pending,2022-05-15 14:45:15,2022-05-20 14:45:15
RF0000750,O0016219,delay,partial,1253.35,upi,processed,2025-05-06 05:49:55,2025-05-10 05:49:55
RF0000751,O0016240,delay,full,1078.0,card,processed,2025-02-18 23:02:48,2025-02-23 23:02:48
RF0000752,O0016243,restaurant_issue,partial,882.02,cash,failed,2025-03-17 14:57:58,2025-03-21 14:57:58
RF0000753,O0016250,delay,full,1100.0,wallet,processed,2025-09-23 09:49:59,2025-09-26 09:49:59
RF0000754,O0016252,restaurant_issue,full,1050.0,wallet,processed,2025-01-13 00:33:30,2025-01-16 00:33:30
RF0000755,O0016260,user_cancel,partial,897.63,,processed,2022-02-23 16:16:51,2022-02-25 16:16:51
RF0000756,O0016263,restaurant_issue,partial,553.62,upi,processed,2023-08-07 05:55:18,2023-08-11 05:55:18
RF0000757,O0016297,delay,full,952.0,cash,failed,2025-12-20 15:14:50,2025-12-21 15:14:50
RF0000758,O0016304,delay,partial,174.78,card,processed,2025-06-17 07:22:46,2025-06-19 07:22:46
RF0000759,O0016331,user_cancel,partial###,101.46,upi,processed,2025-10-07 06:39:48,2025-10-10 06:39:48
RF0000760,O0016353,user_cancel,partial,566.07,card,processed,2025-03-12 18:59:02,2025-03-15 18:59:02
RF0000761,O0016370,restaurant_issue,partial,823.58,card,processed,2025-03-06 11:00:41,2025-03-11 11:00:41
RF0000762,O0016394,user_cancel,partial,457.92,wallet,processed,2025-09-10 22:15:06,2025-09-12 22:15:06
RF0000763,O0016413,delay,full,927.0,card,processed,2025-08-21 07:41:22,2025-08-22 07:41:22
RF0000764,O0016463,restaurant_issue,partial,315.62,wallet,processed,2023-10-09 22:59:32,2023-10-12 22:59:32
RF0000765,O0016468,user_cancel,full,518.0,wallet,processed,2024-03-24 10:53:36,2024-03-29 10:53:36
RF0000766,O0016486,restaurant_issue,partial,616.84,card!!!,processed,2023-09-08 13:00:47,2023-09-12 13:00:47
RF0000767,O0016518,user_cancel,full,520.0,wallet,processed,2025-12-21 23:02:06,2025-12-26 23:02:06
RF0000768,O0016538,delay,partial,393.1,card,processed,2026-01-02 08:51:07,2026-01-04 08:51:07
RF0000769,O0016570,user_cancel,full,1128.0,,pending,2025-11-02 05:54:37,2025-11-07 05:54:37
RF0000770,O0016581,user_cancel,partial,430.93,wallet,processed,2022-01-03 13:54:47,2022-01-05 13:54:47
RF0000771,O0016600,user_cancel,partial,528.62,upi,processed,2024-05-18 22:55:52,2024-05-21 22:55:52
RF0000772,O0016659,delay,partial,1166.74,upi,processed,2024-01-12 04:49:18,2024-01-14 04:49:18
RF0000773,O0016687,restaurant_issue,partial###,1526.33,cash,pending,2022-06-28 11:24:46,2022-07-02 11:24:46
RF0000774,O0016688,delay,full,838.0,cash,processed,2025-09-14 12:56:57,2025-09-17 12:56:57
RF0000775,O0016692,user_cancel,partial,1750.34,cash,processed,2022-12-11 03:15:36,2022-12-14 03:15:36
RF0000776,O0016693,restaurant_issue,partial,548.96,cash,processed,2024-07-18 21:21:29,2024-07-23 21:21:29
RF0000777,O0016708,restaurant_issue,partial,193.36,card,processed,2025-06-28 21:05:36,2025-06-30 21:05:36
RF0000778,O0016716,restaurant_issue,partial,1131.19,card,processed,2025-07-20 11:43:10,2025-07-23 11:43:10
RF0000779,O0016752,user_cancel,full,1552.0,card,processed,2025-10-15 10:15:47,2025-10-18 10:15:47
RF0000780,O0016767,delay,full,1956.0,cash,processed,2024-10-28 06:13:05,2024-11-02 06:13:05
RF0000781,O0016770,delay,full,408.0,card,processed,2024-06-22 07:43:39,2024-06-27 07:43:39
RF0000782,O0016801,user_cancel,partial,359.33,card,processed,2023-01-01 22:20:26,2023-01-02 22:20:26
RF0000783,O0016804,user_cancel,partial,440.62,card,processed,2024-05-29 03:04:17,2024-06-01 03:04:17
RF0000784,O0016826,user_cancel,partial,1610.38,card,processed,2023-02-03 08:19:40,2023-02-06 08:19:40
RF0000785,O0016828,user_cancel,full,607.0,wallet,processed,2025-06-10 23:18:19,2025-06-14 23:18:19
RF0000786,O0016897,delay,partial,451.46,cash,processed,2024-07-06 07:17:49,2024-07-11 07:17:49
RF0000787,O0016898,delay,partial,852.06,upi,processed,2025-05-26 12:25:14,2025-05-30 12:25:14
RF0000788,O0016908,user_cancel,partial,1108.3,upi,processed,2025-06-15 01:33:03,2025-06-17 01:33:03
RF0000789,O0016993,user_cancel,partial,404.23,wallet,processed,2025-11-25 11:57:07,2025-11-30 11:57:07
RF0000790,O0017026,delay,full,1251.0,wallet,processed,2025-02-27 07:14:03,2025-03-01 07:14:03
RF0000791,O0017041,delay,partial,799.11,upi,processed,2025-09-08 12:50:49,2025-09-12 12:50:49
RF0000792,O0017069,restaurant_issue,full,830.0,card,processed,2024-04-10 15:22:47,2024-04-15 15:22:47
RF0000793,O0017096,user_cancel,partial,584.79,upi,processed,2024-11-09 12:29:37,2024-11-12 12:29:37
RF0000794,O0017150,delay,full,750.0,cash,processed,2023-03-26 05:59:59,2023-03-27 05:59:59
RF0000795,O0017152,user_cancel,partial,712.06,upi,failed,2024-10-17 01:25:29,2024-10-21 01:25:29
RF0000796,O0017182,delay,partial,483.66,upi,processed!!!,2024-05-23 17:10:32,2024-05-24 17:10:32
RF0000797,O0017245,restaurant_issue,partial,342.3,wallet,processed,2024-03-29 10:53:30,2024-04-02 10:53:30
RF0000798,O0017250,delay,full,1096.0,wallet,processed,2022-12-26 14:36:26,2022-12-28 14:36:26
RF0000799,O0017253,restaurant_issue,partial,728.69,card,failed,2025-04-06 13:22:35,2025-04-09 13:22:35
RF0000800,O0017274,user_cancel,partial,1235.98,upi,processed,2025-07-25 05:13:23,2025-07-30 05:13:23
RF0000801,O0017286,delay,partial,1160.49,card,processed,2025-10-16 06:07:16,2025-10-20 06:07:16
RF0000802,O0017289,restaurant_issue,full,1110.0,upi,processed,2025-09-17 23:14:41,2025-09-18 23:14:41
