review_id,order_id,rating,food_rating,delivery_rating,review_text,created_at
RV0014591,O0081913,5,5,4,Hot and fresh,2024-02-20 01:01:49
RV0014592,O0185135,4,3,4,Value for money,2021-07-19 08:42:21
RV0014593,O0037802,3,3,4,Acceptable,2024-02-22 06:09:08
RV0014594,O0085049,4,4,3,Pretty good,2025-08-31 03:28:08
RV0014595,O0054089,3,2,2,Nothing special,2025-05-22 20:25:07
RV0014596,O0033937,3,3,2,Nothing special,2025-06-19 03:35:46
RV0014597,O0287559,4,4,4,Decent meal,2022-12-22 12:37:49
RV0014598,O0049783,5,5,5,Excellent!,2025-12-06 08:55:10
RV0014599,O0178229,4,4,4,Nice experience,2024-07-29 19:51:23
RV0014600,O0208124,1,1,1,Too late,2025-06-16 07:55:28
RV0014601,O0234124,3,3,3,It was alright,2025-11-24 18:20:53
RV0014602,O0053250,5,5,5,5 stars!,2025-04-16 18:15:44
RV0014603,O0007055,4,4,4,Good food,2025-12-31 17:09:50
RV0014604,O0235888,5,4,5,Best biryani ever,2023-05-21 01:40:36
RV0014605,O0227844,4,5,4,Decent meal,2024-02-23 16:48:53
RV0014606,O0227103,2,2,1,Taste was off,2025-05-23 16:08:27
RV0014607,O0293581,3,3,3,It was alright,2025-06-28 03:34:56
RV0014608,O0226450,4,3,3,Liked it,2025-11-09 10:31:19
RV0014609,O0152810,5,4,5,Will order again,2025-02-07 05:11:47
RV0014610,O0161435,5,5,5,Best biryani ever,2024-07-09 02:00:53
RV0014611,O0098331,3,4,4,Just okay,2023-07-19 17:18:20
RV0014612,O0146966,4,5,4,Value for money,2024-03-03 06:23:56
RV0014613,O0278669,4,4,5,Would recommend,2023-10-02 03:40:16
RV0014614,O0030395,5,5,5,Hot and fresh,2025-04-05 08:02:35
RV0014615,O0274868,4,5,4,Liked it,2024-08-13 10:03:50
RV0014616,O0036359,4,4,4,Value for money,2025-02-19 01:53:38
RV0014617,O0125546,2,3,2,Slightly disappointing,2024-11-22 18:02:58
RV0014618,O0137117,4,5,4,Pretty good,2024-08-19 10:03:54
RV0014619,O0093104,4,3,4,Good packaging,2025-08-14 23:16:01
RV0014620,O0072098,4,5,4,Liked it,2024-09-15 23:51:43
RV0014621,O0129124,5,5,4,Best biryani ever,2024-01-14 16:42:51
RV0014622,O0107283,1,2,1,Waste of money@@@,2024-01-20 14:26:15
RV0014623,O0119441,5,4,5,5 stars!,2024-03-11 08:52:16
RV0014624,O0296354,4,4,4,Value for money,2025-02-20 02:05:08
RV0014625,O0098476,99999,5,5,Super fast delivery,2025-05-30 07:09:31
RV0014626,O0098786,4,99999,5,Would recommend,2022-12-14 08:40:57
RV0014627,O0263122,5,4,5,Super fast delivery,2023-12-14 12:38:33
RV0014628,O0293469,3,4,3,Just okay,2025-07-17 18:19:14
RV0014629,O0052588,1,99999,2,Horrible,2024-08-14 02:52:44
RV0014630,O0092162,5,5,4,5 stars!,2024-01-20 17:35:57
RV0014631,O0151841,4,5,3,Nice experience,2025-08-31 19:58:39
RV0014632,O0239306,1,2,2,Too late,2025-09-13 14:02:24
RV0014633,O0232022,3,3,3,Moderate quality,2022-09-23 03:39:19
RV0014634,O0276479,5,5,5,Excellent!,2023-09-03 10:41:27
RV0014635,O0005771,99999,3,3,Acceptable,2024-02-07 20:16:45
RV0014636,O0226845,5,4,5,5 stars!,2024-12-25 20:40:37
RV0014637,O0074176,4,4,5,Liked it,2025-01-25 06:56:31
RV0014638,O0273633,5,5,5,Perfectly packed,2022-05-28 10:19:40
RV0014639,O0295487,5,5,5,Best biryani ever,2024-09-18 10:28:57
RV0014640,O0273646,5,4,5,Perfectly packed,2025-10-19 02:26:32
RV0014641,O0095262,3,3,3,Expected more,2024-11-11 10:48:03
RV0014642,O0186773,5,5,5,Hot and fresh,2025-06-27 23:45:15
RV0014643,O0084129,5,5,5,Will order again,2025-02-16 07:20:52
RV0014644,O0069629,4,4,4,Would recommend,2024-12-11 15:31:56
RV0014645,O0024252,5,5,5,Will order again,2024-09-08 13:08:33
RV0014646,O0034477,4,5,5,Nice experience,2023-03-22 11:47:09
RV0014647,O0134496,4,4,5,Good food,2025-04-21 03:55:07
RV0014648,O0003958,1,1,1,Unacceptable,2025-06-19 04:15:24
RV0014649,O0226674,4,4,4,Value for money,2024-04-04 18:17:09
RV0014650,O0118078,4,4,4,Yummy,2024-12-25 10:14:56
RV0014651,O0013071,4,4,4,Good food,2022-12-23 12:50:51
RV0014652,O0299296,4,5,4,Decent meal,2024-02-25 21:24:28
RV0014653,O0274301,5,5,4,Perfectly packed,2024-10-18 11:36:48
RV0014654,O0141849,4,4,5,Good packaging,2024-03-14 03:45:56
RV0014655,O0147061,5,99999,5,Fantastic taste,2024-09-29 18:10:49
RV0014656,O0225079,4,5,4,Value for money,2025-01-17 21:58:55
RV0014657,O0144215,3,3,2,Taste was fine,2024-12-18 06:28:08
RV0014658,O0167610,5,5,5,Excellent!,2024-06-16 17:03:59
RV0014659,O0216852,5,5,-1,5 stars!,2023-12-28 12:40:54
RV0014660,O0146549,5,5,5,Loved it!,2024-12-12 16:13:41
RV0014661,O0236578,2,1,2,Late delivery,2023-02-25 19:47:16
RV0014662,O0216478,4,4,3,Good packaging,2023-12-06 21:47:25
RV0014663,O0013897,4,5,4,Tasty and quick,2025-10-12 17:52:50
RV0014664,O0196847,4,4,3,Tasty and quick,2025-05-04 10:40:36
RV0014665,O0046755,3,3,3,Just okay,2023-12-18 02:23:04
RV0014666,O0270780,4,4,4,Would recommend@@@,2025-04-04 20:59:39
RV0014667,O0064505,5,5,4,Super fast delivery,2025-08-28 13:15:52
RV0014668,O0081275,4,3,4,Pretty good,2023-06-14 15:20:38
RV0014669,O0081212,4,3,5,Liked it,2023-12-21 19:24:08
RV0014670,O0283182,5,5,5,Super fast delivery,2025-01-20 16:43:22
RV0014671,O0171427,4,3,5,Decent meal,2022-01-06 18:35:51
RV0014672,O0182012,3,2,3,Okay food,2024-08-20 01:57:11
RV0014673,O0246971,4,4,3,Value for money,2025-05-27 14:20:44
RV0014674,O0145962,3,4,3,It was alright,2024-07-18 03:04:30
RV0014675,O0219800,2,1,3,Below expectations,2025-04-08 15:13:26
RV0014676,O0133053,5,5,5,Excellent!,2023-12-25 15:40:19
RV0014677,O0150460,3,3,4,Moderate quality,2023-12-24 21:53:08
RV0014678,O0214934,2,2,2,Missing item,2025-02-03 00:52:13
RV0014679,O0126299,5,5,4,Hot and fresh,2025-09-22 21:30:37
RV0014680,O0058579,5,4,5,Super fast delivery,2024-12-14 13:37:46
RV0014681,O0115447,2,2,3,Below expectations,2024-01-25 01:32:47
RV0014682,O0198864,1,1,1,Horrible,2024-10-19 16:58:38
RV0014683,O0217593,4,4,3,Good packaging,2024-01-07 02:27:21
RV0014684,O0245036,4,4,4,Pretty good,2023-01-23 04:00:59
RV0014685,O0049188,3,3,2,Nothing special,2024-12-07 14:02:19
RV0014686,O0162255,1,1,1,Waste of money,2022-10-23 08:25:14
RV0014687,O0293193,4,5,4,Would recommend,2022-06-05 11:15:08
RV0014688,O0207093,3,3,4,Nothing special,2025-11-30 16:39:32
RV0014689,O0144777,4,4,-1,Pretty good,2025-11-17 06:28:08
RV0014690,O0176415,4,3,4,Yummy,2024-07-14 21:28:39
RV0014691,O0253658,5,4,4,Super fast delivery,2024-12-15 00:27:45
RV0014692,O0154490,5,5,4,Best biryani ever,2025-07-20 19:24:32
RV0014693,O0286547,3,3,3,Average,2022-03-03 07:04:07
RV0014694,O0223260,1,1,2,Disgusting@@@,2023-06-24 05:05:46
RV0014695,O0299169,4,4,4,Tasty and quick,2024-02-08 11:32:54
RV0014696,O0061219,4,4,4,Yummy,2025-04-25 01:12:50
RV0014697,O0206796,4,4,4,Good packaging,2025-03-14 06:30:42
RV0014698,O0040395,4,4,4,Pretty good,2023-03-18 23:42:56
RV0014699,O0059209,1,1,1,Too late,2024-10-10 20:11:22
RV0014700,O0089849,5,5,4,Best biryani ever,2025-06-17 10:27:28
RV0014701,O0146158,5,5,5,Best biryani ever,2024-08-30 12:32:04
RV0014702,O0011259,4,4,4,Nice experience,2023-11-13 17:29:40
RV0014703,O0186302,4,5,3,Yummy,2025-04-15 04:23:16
RV0014704,O0071511,5,5,4,Perfectly packed,2025-10-15 21:16:26
RV0014705,O0125533,4,5,4,Yummy,2025-05-12 06:21:36
RV0014706,O0096277,5,5,5,Excellent!,2023-04-14 23:57:09
RV0014707,O0104691,4,3,3,Yummy,2024-10-18 18:51:44
RV0014708,O0017273,3,3,3,Expected more,2024-05-08 16:37:25
RV0014709,O0094514,5,5,5,Best biryani ever,2024-02-28 17:00:11
RV0014710,O0180610,5,4,4,5 stars!,2024-10-07 22:07:23
RV0014711,O0276372,2,3,2,Not great,2025-05-25 20:17:39
RV0014712,O0037852,5,4,5,Perfectly packed,2024-09-27 13:10:31
RV0014713,O0006131,4,4,3,Value for money,2021-03-29 05:17:38
RV0014714,O0228973,3,3,4,It was alright,2023-08-31 09:52:24
RV0014715,O0188262,4,4,3,Yummy,2025-04-05 13:22:04
RV0014716,O0251796,5,4,5,Loved it!,2025-07-11 20:16:39
RV0014717,O0079759,5,5,4,Super fast delivery,2025-05-21 06:31:56
RV0014718,O0272691,5,5,5,Loved it!,2023-08-18 22:16:24
RV0014719,O0141987,5,5,5,Hot and fresh,2025-08-21 12:29:03
RV0014720,O0211018,3,3,4,Taste was fine,2023-10-26 05:02:04
RV0014721,O0286433,2,1,2,Slightly disappointing,2025-07-13 22:42:20
RV0014722,O0276346,5,4,5,5 stars!,2025-06-07 13:06:52
RV0014723,O0156469,4,5,5,Decent meal,2024-08-31 16:27:38
RV0014724,O0094618,5,4,5,Excellent!,2024-09-05 22:22:04
RV0014725,O0233442,5,4,4,Will order again,2024-09-22 10:45:41
RV0014726,O0065100,4,3,3,Tasty and quick,2021-08-12 03:48:17
RV0014727,O0181031,4,5,3,Good packaging,2025-02-07 14:38:43
RV0014728,O0151984,4,3,3,Would recommend,2025-07-13 10:13:16
RV0014729,O0092883,5,5,5,Fantastic taste,2024-05-17 10:19:36
RV0014730,O0224004,2,3,2,Slightly disappointing,2025-07-01 00:06:50
RV0014731,O0176120,5,4,5,Will order again,2024-05-02 08:44:24
RV0014732,O0267794,4,4,4,Yummy,2024-11-18 00:46:05
RV0014733,O0111860,5,5,4,Super fast delivery,2023-11-17 14:32:42
RV0014734,O0119765,4,4,5,Nice experience,2023-09-24 06:01:45
RV0014735,O0199733,5,5,5,Excellent!,2023-03-14 23:52:16
RV0014736,O0027361,4,3,4,Pretty good@@@,2023-07-16 13:49:04
RV0014737,O0164252,5,4,-1,Will order again,2025-11-30 04:36:22
RV0014738,O0261053,4,4,4,Good packaging,2025-02-07 15:08:50
RV0014739,O0290984,4,4,3,Would recommend,2023-02-17 23:43:16
RV0014740,O0067226,2,2,3,Late delivery,2024-10-20 11:28:57
RV0014741,O0294148,4,4,5,Tasty and quick,2025-01-14 12:55:25
RV0014742,O0256868,5,5,5,Perfectly packed,2025-11-23 01:27:56
RV0014743,O0233797,5,4,4,Loved it!,2024-07-22 09:11:46
RV0014744,O0126249,5,5,5,Amazing food!,2024-08-28 12:32:23
RV0014745,O0088403,4,5,4,Value for money,2025-12-26 07:31:06
RV0014746,O0142092,5,5,5,Will order again@@@,2025-04-01 07:26:21
RV0014747,O0289332,5,5,5,Amazing food!,2025-01-17 23:09:41
RV0014748,O0299923,3,3,3,Taste was fine,2024-03-11 05:51:53
RV0014749,O0096393,4,3,4,Decent meal,2025-06-06 08:56:29
RV0014750,O0155961,5,5,5,Will order again,2024-12-17 10:03:30
RV0014751,O0075633,5,5,5,5 stars!,2023-11-23 09:19:07
RV0014752,O0162520,4,4,4,Value for money,2025-07-17 19:37:15
RV0014753,O0260095,4,3,3,Liked it,2023-11-11 11:19:42
RV0014754,O0062199,5,5,5,Will order again,2022-08-04 23:15:58
RV0014755,O0257266,5,4,5,Amazing food!,2025-12-07 05:41:14
RV0014756,O0115689,4,4,5,Value for money,2025-11-22 05:35:41
RV0014757,O0039474,4,5,5,Tasty and quick,2025-01-28 09:51:52
RV0014758,O0222497,5,5,5,Best biryani ever,2025-09-28 01:12:56
RV0014759,O0141904,5,5,5,Excellent!,2024-05-24 03:02:27
RV0014760,O0241471,3,3,3,Just okay,2025-09-29 11:09:00
RV0014761,O0262678,4,3,4,Good packaging,2024-09-13 05:15:25
RV0014762,O0238485,5,4,5,Perfectly packed,2025-12-17 00:39:02
RV0014763,O0189912,5,5,5,Super fast delivery,2024-11-10 21:41:15
RV0014764,O0225026,4,3,-1,Good food,2025-09-26 12:29:28
RV0014765,O0080339,4,4,3,Decent meal,2024-08-12 08:21:38
RV0014766,O0043451,5,5,4,Perfectly packed,2025-12-07 18:31:28
RV0014767,O0079428,5,5,5,Hot and fresh,2025-06-22 09:54:13
RV0014768,O0135467,4,3,4,Value for money,2024-04-29 20:11:58
RV0014769,O0096881,99999,5,4,Loved it!,2023-06-08 06:19:56
RV0014770,O0160671,3,3,4,Could be better,2025-02-08 02:27:01
RV0014771,O0267457,5,5,5,Perfectly packed,2025-12-18 05:44:30
RV0014772,O0035763,5,5,5,5 stars!,2025-11-15 09:35:41
RV0014773,O0057783,4,5,4,Liked it,2024-06-23 09:50:25
RV0014774,O0164535,5,4,4,Fantastic taste,2025-12-12 08:37:12
RV0014775,O0231461,5,5,5,Amazing food!,2023-11-20 06:15:01
RV0014776,O0173626,3,4,4,It was alright,2025-02-25 06:22:54
RV0014777,O0222757,99999,1,1,Not great,2026-01-02 04:51:51
RV0014778,O0153223,4,3,5,Good packaging,2025-04-09 08:09:21
RV0014779,O0272231,4,3,4,Tasty and quick,2022-06-04 05:03:22
RV0014780,O0263561,4,5,3,Would recommend,2024-09-09 04:05:11
RV0014781,O0076926,4,4,5,Yummy,2024-11-11 10:44:45
RV0014782,O0155087,5,5,5,Excellent!,2024-04-14 00:44:19
RV0014783,O0031385,5,5,5,Amazing food!,2023-10-05 05:33:16
RV0014784,O0250060,4,4,4,Yummy,2025-12-21 00:18:24
RV0014785,O0170905,4,3,5,Would recommend,2024-06-10 18:44:09
RV0014786,O0193085,4,5,3,Decent meal,2025-12-02 17:57:35
RV0014787,O0083411,4,3,3,Value for money,2024-08-08 20:10:55
RV0014788,O0052616,4,5,4,Tasty and quick,2025-05-11 13:18:00
RV0014789,O0053208,5,5,5,5 stars!,2025-11-26 20:51:17
RV0014790,O0285095,4,4,4,Yummy,2023-01-07 11:48:23
RV0014791,O0270758,5,4,4,Amazing food!,2023-10-27 09:09:21
RV0014792,O0124757,4,5,4,Decent meal,2024-06-07 13:22:58
RV0014793,O0074641,2,2,2,Mediocre,2025-11-18 18:26:28
RV0014794,O0018099,4,3,3,Would recommend,2024-12-18 23:39:09
RV0014795,O0074979,3,4,2,Expected more,2022-10-01 00:10:28
RV0014796,O0255125,5,5,5,Hot and fresh,2025-12-19 04:44:30
RV0014797,O0192981,3,3,3,Okay food,2025-09-08 21:35:33
RV0014798,O0284235,2,1,2,Not great,2025-12-30 05:13:25
RV0014799,O0223113,4,99999,4,Nice experience,2023-10-27 11:41:11
RV0014800,O0261497,5,5,5,Amazing food!,2025-07-30 20:05:05
RV0014801,O0067890,4,5,5,Tasty and quick,2024-12-20 19:28:30
RV0014802,O0073126,4,4,4,Pretty good,2024-10-28 22:51:33
RV0014803,O0073618,4,5,-1,Nice experience,2024-12-24 08:47:11
RV0014804,O0040309,5,5,5,Amazing food!,2025-04-24 22:31:12
RV0014805,O0241788,4,5,4,Pretty good,2025-12-09 23:14:42
RV0014806,O0214776,4,3,4,Good food,2023-09-19 11:39:48
RV0014807,O0265912,5,5,4,Excellent!,2024-02-29 07:41:56
RV0014808,O0227428,5,99999,5,5 stars!,2024-10-06 11:54:53
RV0014809,O0239904,5,99999,5,Perfectly packed,2024-09-22 18:44:39
RV0014810,O0004382,5,5,4,Loved it!,2025-12-31 21:58:35
RV0014811,O0057278,4,4,3,Tasty and quick,2023-07-20 17:12:35
RV0014812,O0073907,3,2,4,Just okay,2025-10-28 05:27:23
RV0014813,O0121946,4,4,4,Pretty good,2022-12-09 21:36:58
RV0014814,O0091479,4,4,5,Good packaging,2025-09-13 06:00:03
RV0014815,O0258230,5,5,5,Amazing food!,2025-08-28 01:21:56
RV0014816,O0033858,4,4,4,Pretty good,2023-03-11 02:57:58
RV0014817,O0017996,4,5,4,Pretty good,2025-12-20 05:34:31
RV0014818,O0206848,5,5,5,Will order again,2024-04-28 19:47:36
RV0014819,O0182296,4,4,-1,Value for money,2023-03-15 08:01:08
RV0014820,O0185093,4,4,4,Liked it,2025-02-20 17:04:27
RV0014821,O0253886,3,2,3,Could be better,2025-01-07 21:35:42
RV0014822,O0006113,2,2,-1,Below expectations,2025-10-14 17:24:43
RV0014823,O0051550,5,5,4,Amazing food!,2025-10-02 01:37:58
RV0014824,O0199784,5,5,5,Super fast delivery,2023-05-15 05:41:31
RV0014825,O0275402,4,4,3,Value for money,2022-03-27 22:12:33
RV0014826,O0262594,5,5,4,Perfectly packed,2024-11-21 16:19:43
RV0014827,O0277613,5,5,5,Will order again,2023-01-11 06:12:00
RV0014828,O0160250,5,5,4,Best biryani ever,2024-07-08 14:13:45
RV0014829,O0023337,2,2,3,Missing item,2025-01-08 17:06:55
RV0014830,O0135259,3,3,3,Just okay,2025-10-04 20:51:57
RV0014831,O0018196,3,2,4,Acceptable,2024-04-13 09:03:02
RV0014832,O0070267,2,3,2,Poor quality,2024-10-08 03:24:21
RV0014833,O0257656,5,5,5,5 stars!,2023-03-10 07:51:27
RV0014834,O0052625,4,3,4,Decent meal,2025-08-28 14:37:08
RV0014835,O0244471,5,5,5,Fantastic taste,2025-10-20 04:40:48
RV0014836,O0127958,4,4,4,Pretty good,2025-07-18 20:42:32
RV0014837,O0125159,5,5,4,Loved it!,2024-01-09 05:08:16
RV0014838,O0251853,4,4,3,Good packaging,2022-04-23 21:07:40
RV0014839,O0217274,4,5,5,Pretty good,2026-01-05 03:56:00
RV0014840,O0294465,4,4,5,Tasty and quick,2025-07-01 14:15:29
RV0014841,O0040871,5,5,5,Loved it!,2023-10-22 21:43:31
RV0014842,O0036993,3,3,3,Could be better,2024-08-10 13:57:49
RV0014843,O0215530,2,3,3,Poor quality,2025-04-20 20:40:25
RV0014844,O0261489,4,4,4,Value for money,2022-08-28 05:39:19
RV0014845,O0082667,99999,5,4,Super fast delivery,2024-03-09 19:38:05
RV0014846,O0058243,3,2,3,Could be better,2021-09-14 06:12:35
RV0014847,O0142279,4,5,4,Decent meal,2025-12-21 17:27:58
RV0014848,O0177887,5,4,5,Amazing food!,2022-02-24 02:09:22
RV0014849,O0231588,4,3,4,Would recommend,2024-11-12 10:46:04
RV0014850,O0106294,4,5,3,Yummy,2024-07-15 04:09:56
RV0014851,O0268497,5,5,4,Excellent!,2023-05-08 15:33:58
RV0014852,O0015587,3,3,3,Moderate quality,2024-04-23 06:55:34
RV0014853,O0249245,5,4,5,5 stars!,2024-05-28 09:51:23
RV0014854,O0003221,5,5,5,Perfectly packed,2024-04-11 17:19:13
RV0014855,O0183838,3,2,3,Expected more,2021-09-12 01:43:37
RV0014856,O0144539,4,3,3,Pretty good,2023-06-01 20:29:03
RV0014857,O0172921,5,5,5,Perfectly packed,2024-12-29 08:48:30
RV0014858,O0259930,4,3,3,Yummy,2025-12-24 08:15:10
RV0014859,O0248541,5,5,5,Best biryani ever,2025-11-14 06:32:35
RV0014860,O0193146,5,5,5,Best biryani ever,2025-07-25 01:59:40
RV0014861,O0032731,2,2,1,Not great@@@,2024-03-24 21:46:10
RV0014862,O0143693,5,5,5,Perfectly packed,2025-11-10 08:30:06
RV0014863,O0295950,4,4,4,Value for money,2023-05-06 17:54:58
RV0014864,O0076195,5,5,5,Amazing food!,2023-01-20 11:54:47
RV0014865,O0128916,5,5,5,Hot and fresh,2025-06-02 07:29:07
RV0014866,O0010234,5,5,4,Best biryani ever,2024-10-26 00:36:14
RV0014867,O0191760,5,4,5,5 stars!,2025-08-11 23:20:51
RV0014868,O0298691,2,3,2,Packaging issue,2024-07-18 17:03:44
RV0014869,O0071670,4,5,4,Tasty and quick,2023-09-17 03:44:54
RV0014870,O0200438,5,5,5,Best biryani ever,2024-07-16 18:51:59
RV0014871,O0156603,3,3,3,Nothing special,2025-03-04 01:04:21
RV0014872,O0249965,4,4,3,Good packaging,2025-03-03 20:50:14
RV0014873,O0091414,1,1,2,Waste of money,2025-03-28 09:13:29
RV0014874,O0244333,5,5,5,Super fast delivery,2025-11-29 00:03:29
RV0014875,O0059439,4,5,4,Yummy,2024-02-13 09:41:57
RV0014876,O0129387,4,4,5,Liked it,2024-02-27 03:11:33
RV0014877,O0142461,3,4,2,Average,2025-10-12 01:49:46
RV0014878,O0069759,5,4,5,Loved it!,2022-07-12 00:52:16
RV0014879,O0111802,5,5,5,Excellent!,2024-07-30 11:33:11
RV0014880,O0272572,4,4,4,Yummy,2023-06-01 02:38:17
RV0014881,O0244648,4,4,5,Good food,2025-02-04 06:01:14
RV0014882,O0242270,3,2,3,Acceptable,2024-08-26 21:54:50
RV0014883,O0059387,5,5,5,Hot and fresh,2025-01-10 09:35:22
RV0014884,O0049641,5,5,4,Excellent!,2024-08-30 07:18:48
RV0014885,O0051659,3,3,3,Okay food,2024-05-14 04:50:29
RV0014886,O0254140,5,5,5,Super fast delivery,2025-07-22 05:03:40
RV0014887,O0063250,5,5,4,Amazing food!,2024-02-28 09:02:49
RV0014888,O0130912,2,2,1,Slightly disappointing,2025-02-22 09:52:16
RV0014889,O0217173,4,4,5,Nice experience,2024-08-05 02:18:40
RV0014890,O0188618,5,5,5,Will order again,2024-05-11 14:59:16
RV0014891,O0090811,4,5,4,Pretty good,2023-09-27 21:23:44
RV0014892,O0199790,4,5,4,Liked it,2025-12-31 22:54:14
RV0014893,O0003024,5,4,4,5 stars!,2022-10-19 03:37:20
RV0014894,O0196460,4,4,4,Nice experience,2025-11-18 09:56:12
RV0014895,O0152974,2,1,3,Below expectations,2025-03-25 10:20:16
RV0014896,O0221763,4,4,4,Pretty good,2025-09-09 01:41:41
RV0014897,O0262306,5,5,5,Best biryani ever,2023-12-31 13:27:49
RV0014898,O0161475,4,5,4,Good packaging,2024-02-11 23:24:10
RV0014899,O0125765,4,3,4,Value for money,2023-12-16 21:35:30
RV0014900,O0288713,4,5,4,Decent meal,2022-10-16 13:02:37
RV0014901,O0076734,3,3,4,Could be better,2025-07-22 20:06:19
RV0014902,O0131147,5,5,5,Perfectly packed,2025-12-10 03:35:30
RV0014903,O0177889,3,4,3,Nothing special,2022-12-16 10:07:57
RV0014904,O0150878,4,4,5,Good packaging,2025-04-23 03:53:20
RV0014905,O0224816,4,4,4,Would recommend,2025-02-05 02:19:58
RV0014906,O0132916,3,4,4,Okay food,2025-05-21 00:27:36
RV0014907,O0288694,4,4,4,Tasty and quick,2025-12-17 06:43:12
RV0014908,O0182492,4,4,4,Yummy,2024-06-30 22:21:03
RV0014909,O0156856,3,2,2,Nothing special,2022-06-23 00:33:20
RV0014910,O0283530,5,5,5,Will order again,2024-07-19 08:25:54
RV0014911,O0083270,2,3,3,Not great,2024-06-19 14:25:00
RV0014912,O0139712,4,3,4,Decent meal,2025-12-25 21:30:13
RV0014913,O0002838,5,4,5,Fantastic taste,2024-11-29 20:15:56
RV0014914,O0259357,5,5,5,Loved it!,2025-05-24 10:23:05
RV0014915,O0041330,3,3,4,Acceptable,2022-01-05 20:38:41
RV0014916,O0210886,5,5,4,Excellent!,2025-08-12 03:44:35
RV0014917,O0083370,5,5,5,Perfectly packed,2023-04-22 01:46:40
RV0014918,O0241125,5,5,4,Loved it!,2024-08-29 04:35:57
RV0014919,O0185521,3,4,3,Nothing special,2025-06-13 23:40:54
RV0014920,O0243576,4,5,4,Nice experience,2025-03-19 13:04:24
RV0014921,O0163867,5,5,5,Loved it!,2023-10-11 21:07:50
RV0014922,O0178838,2,2,3,Missing item,2022-06-16 18:56:19
RV0014923,O0258956,5,5,4,Will order again,2024-03-23 07:51:30
RV0014924,O0184864,5,99999,4,Amazing food!,2024-11-09 17:06:44
RV0014925,O0225246,5,5,5,Best biryani ever,2022-12-23 15:27:43
RV0014926,O0242934,5,5,4,Super fast delivery,2024-09-17 13:17:41
RV0014927,O0058229,4,3,5,Pretty good,2022-05-25 00:07:07
RV0014928,O0034131,3,2,4,Okay food,2025-04-16 00:43:38
RV0014929,O0037876,5,4,5,Amazing food!,2025-12-28 17:40:03
RV0014930,O0123575,5,5,5,Super fast delivery@@@,2023-06-11 10:44:55
RV0014931,O0121033,4,4,3,Decent meal,2023-09-27 00:29:13
RV0014932,O0142158,5,4,5,Amazing food!,2025-11-18 00:33:24
RV0014933,O0220359,4,4,4,Decent meal,2025-05-29 23:37:34
RV0014934,O0076472,4,4,4,Good food,2025-10-16 22:41:44
RV0014935,O0290789,99999,4,4,Liked it,2023-12-07 15:28:11
RV0014936,O0109098,4,4,4,Good food,2023-04-22 08:51:49
RV0014937,O0058839,5,5,5,Perfectly packed,2022-10-19 01:37:37
RV0014938,O0009475,2,1,2,Below expectations,2024-05-18 19:24:38
RV0014939,O0039046,5,4,5,Super fast delivery,2025-06-15 09:52:10
RV0014940,O0295725,4,4,3,Yummy,2022-09-02 15:20:13
RV0014941,O0050150,2,2,1,Taste was off,2024-08-16 17:34:58
RV0014942,O0142597,5,4,5,Super fast delivery,2023-09-10 22:07:52
RV0014943,O0150644,5,5,4,Best biryani ever,2025-12-13 16:47:25
RV0014944,O0164501,3,4,3,Average,2022-04-25 07:05:21
RV0014945,O0229015,4,3,4,Decent meal@@@,2025-12-13 14:10:13
RV0014946,O0256524,5,5,5,Perfectly packed,2023-05-29 15:30:37
RV0014947,O0112745,5,5,5,Super fast delivery,2024-12-04 23:21:52
RV0014948,O0076057,5,5,5,Hot and fresh,2025-08-21 00:44:57
RV0014949,O0100263,4,4,3,Decent meal,2025-09-07 06:02:12
RV0014950,O0155511,5,5,5,Perfectly packed,2024-01-25 19:58:38
RV0014951,O0137886,5,5,4,Hot and fresh,2023-12-24 07:42:53
RV0014952,O0283097,4,5,5,Decent meal,2021-11-11 20:41:17
RV0014953,O0257065,2,1,2,Taste was off@@@,2025-11-20 23:28:34
RV0014954,O0046495,4,5,3,Tasty and quick,2025-10-24 01:10:01
RV0014955,O0151431,5,4,5,Loved it!,2022-07-02 16:50:32
RV0014956,O0109437,1,1,2,Waste of money,2024-01-14 14:32:25
RV0014957,O0092914,4,4,4,Liked it,2025-12-18 19:50:40
RV0014958,O0294469,4,4,4,Nice experience,2025-02-25 19:29:24
RV0014959,O0248540,4,3,4,Yummy,2022-07-16 04:24:34
RV0014960,O0091450,5,5,5,Fantastic taste,2025-08-30 23:26:24
RV0014961,O0165192,1,1,1,Unacceptable,2025-10-24 22:11:50
RV0014962,O0192066,4,3,5,Nice experience,2024-02-16 03:27:46
RV0014963,O0184964,5,5,5,Amazing food!,2025-04-11 00:30:41
RV0014964,O0158756,5,5,5,Fantastic taste,2025-06-26 10:49:07
RV0014965,O0059148,5,5,4,Perfectly packed,2024-02-11 17:37:48
RV0014966,O0000054,5,5,4,Best biryani ever,2023-06-10 19:37:14
RV0014967,O0283650,4,5,5,Good packaging,2023-10-19 15:49:03
RV0014968,O0004337,5,5,5,5 stars!,2023-10-25 01:50:31
RV0014969,O0282648,5,5,4,Will order again,2025-12-25 20:50:39
RV0014970,O0054698,1,2,1,Unacceptable,2025-07-04 05:00:51
RV0014971,O0139206,4,4,3,Nice experience,2024-01-26 19:55:48
RV0014972,O0226266,3,3,2,Expected more,2025-08-25 14:40:35
RV0014973,O0121002,4,5,5,Would recommend,2021-12-01 15:11:15
RV0014974,O0098006,5,4,5,Loved it!,2024-02-07 23:51:14
